vtd_geoid20,total_reg,g20201103_voted_all,g20201103_reg_all,g20201103_pct_voted_all,g20201103_voted_eur,g20201103_reg_eur,g20201103_pct_voted_eur,g20201103_voted_hisp,g20201103_reg_hisp,g20201103_pct_voted_hisp,g20201103_voted_aa,g20201103_reg_aa,g20201103_pct_voted_aa,g20201103_voted_esa,g20201103_reg_esa,g20201103_pct_voted_esa,g20201103_voted_oth,g20201103_reg_oth,g20201103_pct_voted_oth,g20201103_voted_unk,g20201103_reg_unk,g20201103_pct_voted_unk,p20200804_voted_all,p20200804_reg_all,p20200804_pct_voted_all,p20200804_voted_eur,p20200804_reg_eur,p20200804_pct_voted_eur,p20200804_voted_hisp,p20200804_reg_hisp,p20200804_pct_voted_hisp,p20200804_voted_aa,p20200804_reg_aa,p20200804_pct_voted_aa,p20200804_voted_esa,p20200804_reg_esa,p20200804_pct_voted_esa,p20200804_voted_oth,p20200804_reg_oth,p20200804_pct_voted_oth,p20200804_voted_unk,p20200804_reg_unk,p20200804_pct_voted_unk,r20200714_voted_all,r20200714_reg_all,r20200714_pct_voted_all,r20200714_voted_eur,r20200714_reg_eur,r20200714_pct_voted_eur,r20200714_voted_hisp,r20200714_reg_hisp,r20200714_pct_voted_hisp,r20200714_voted_aa,r20200714_reg_aa,r20200714_pct_voted_aa,r20200714_voted_esa,r20200714_reg_esa,r20200714_pct_voted_esa,r20200714_voted_oth,r20200714_reg_oth,r20200714_pct_voted_oth,r20200714_voted_unk,r20200714_reg_unk,r20200714_pct_voted_unk,s20200707_voted_all,s20200707_reg_all,s20200707_pct_voted_all,s20200707_voted_eur,s20200707_reg_eur,s20200707_pct_voted_eur,s20200707_voted_hisp,s20200707_reg_hisp,s20200707_pct_voted_hisp,s20200707_voted_aa,s20200707_reg_aa,s20200707_pct_voted_aa,s20200707_voted_esa,s20200707_reg_esa,s20200707_pct_voted_esa,s20200707_voted_oth,s20200707_reg_oth,s20200707_pct_voted_oth,s20200707_voted_unk,s20200707_reg_unk,s20200707_pct_voted_unk,r20200707_voted_all,r20200707_reg_all,r20200707_pct_voted_all,r20200707_voted_eur,r20200707_reg_eur,r20200707_pct_voted_eur,r20200707_voted_hisp,r20200707_reg_hisp,r20200707_pct_voted_hisp,r20200707_voted_aa,r20200707_reg_aa,r20200707_pct_voted_aa,r20200707_voted_esa,r20200707_reg_esa,r20200707_pct_voted_esa,r20200707_voted_oth,r20200707_reg_oth,r20200707_pct_voted_oth,r20200707_voted_unk,r20200707_reg_unk,r20200707_pct_voted_unk,r20200630_voted_all,r20200630_reg_all,r20200630_pct_voted_all,r20200630_voted_eur,r20200630_reg_eur,r20200630_pct_voted_eur,r20200630_voted_hisp,r20200630_reg_hisp,r20200630_pct_voted_hisp,r20200630_voted_aa,r20200630_reg_aa,r20200630_pct_voted_aa,r20200630_voted_esa,r20200630_reg_esa,r20200630_pct_voted_esa,r20200630_voted_oth,r20200630_reg_oth,r20200630_pct_voted_oth,r20200630_voted_unk,r20200630_reg_unk,r20200630_pct_voted_unk,s20200623_voted_all,s20200623_reg_all,s20200623_pct_voted_all,s20200623_voted_eur,s20200623_reg_eur,s20200623_pct_voted_eur,s20200623_voted_hisp,s20200623_reg_hisp,s20200623_pct_voted_hisp,s20200623_voted_aa,s20200623_reg_aa,s20200623_pct_voted_aa,s20200623_voted_esa,s20200623_reg_esa,s20200623_pct_voted_esa,s20200623_voted_oth,s20200623_reg_oth,s20200623_pct_voted_oth,s20200623_voted_unk,s20200623_reg_unk,s20200623_pct_voted_unk,pp20200310_voted_all,pp20200310_reg_all,pp20200310_pct_voted_all,pp20200310_voted_eur,pp20200310_reg_eur,pp20200310_pct_voted_eur,pp20200310_voted_hisp,pp20200310_reg_hisp,pp20200310_pct_voted_hisp,pp20200310_voted_aa,pp20200310_reg_aa,pp20200310_pct_voted_aa,pp20200310_voted_esa,pp20200310_reg_esa,pp20200310_pct_voted_esa,pp20200310_voted_oth,pp20200310_reg_oth,pp20200310_pct_voted_oth,pp20200310_voted_unk,pp20200310_reg_unk,pp20200310_pct_voted_unk,s20200204_voted_all,s20200204_reg_all,s20200204_pct_voted_all,s20200204_voted_eur,s20200204_reg_eur,s20200204_pct_voted_eur,s20200204_voted_hisp,s20200204_reg_hisp,s20200204_pct_voted_hisp,s20200204_voted_aa,s20200204_reg_aa,s20200204_pct_voted_aa,s20200204_voted_esa,s20200204_reg_esa,s20200204_pct_voted_esa,s20200204_voted_oth,s20200204_reg_oth,s20200204_pct_voted_oth,s20200204_voted_unk,s20200204_reg_unk,s20200204_pct_voted_unk,s20200121_voted_all,s20200121_reg_all,s20200121_pct_voted_all,s20200121_voted_eur,s20200121_reg_eur,s20200121_pct_voted_eur,s20200121_voted_hisp,s20200121_reg_hisp,s20200121_pct_voted_hisp,s20200121_voted_aa,s20200121_reg_aa,s20200121_pct_voted_aa,s20200121_voted_esa,s20200121_reg_esa,s20200121_pct_voted_esa,s20200121_voted_oth,s20200121_reg_oth,s20200121_pct_voted_oth,s20200121_voted_unk,s20200121_reg_unk,s20200121_pct_voted_unk
2912716-033,735,529,730,0.72470000000000001,479,654,0.73239999999999994,2,3,0.66669999999999996,10,15,0.66669999999999996,0,1,0,4,5,0.80000000000000004,34,52,0.65379999999999994,202,713,0.2833,186,640,0.29060000000000002,1,2,0.5,1,15,0.066700000000000009,0,1,0,0,5,0,14,50,0.27999999999999997,0,709,0,0,636,0,0,2,0,0,15,0,0,1,0,0,5,0,0,50,0,0,707,0,0,634,0,0,2,0,0,15,0,0,1,0,0,5,0,0,50,0,0,707,0,0,634,0,0,2,0,0,15,0,0,1,0,0,5,0,0,50,0,0,707,0,0,634,0,0,2,0,0,15,0,0,1,0,0,5,0,0,50,0,0,707,0,0,634,0,0,2,0,0,15,0,0,1,0,0,5,0,0,50,0,103,703,0.14650000000000002,91,630,0.14440000000000003,1,2,0.5,1,15,0.066700000000000009,0,1,0,0,5,0,10,50,0.20000000000000001,0,699,0,0,626,0,0,2,0,0,15,0,0,1,0,0,5,0,0,50,0,0,699,0,0,626,0,0,2,0,0,15,0,0,1,0,0,5,0,0,50,0
29127000013,560,457,558,0.81900000000000017,424,516,0.8217000000000001,2,4,0.5,4,4,1,0,1,0,0,1,0,27,32,0.84379999999999988,197,550,0.35819999999999996,180,509,0.35360000000000003,0,4,0,3,4,0.75,0,1,0,0,1,0,14,31,0.4516,0,550,0,0,509,0,0,4,0,0,4,0,0,1,0,0,1,0,0,31,0,0,549,0,0,508,0,0,4,0,0,4,0,0,1,0,0,1,0,0,31,0,0,549,0,0,508,0,0,4,0,0,4,0,0,1,0,0,1,0,0,31,0,0,549,0,0,508,0,0,4,0,0,4,0,0,1,0,0,1,0,0,31,0,0,549,0,0,508,0,0,4,0,0,4,0,0,1,0,0,1,0,0,31,0,111,544,0.20400000000000001,100,503,0.19880000000000003,0,4,0,1,4,0.25,0,1,0,0,1,0,10,31,0.32260000000000005,0,541,0,0,500,0,0,4,0,0,4,0,0,1,0,0,1,0,0,31,0,0,541,0,0,500,0,0,4,0,0,4,0,0,1,0,0,1,0,0,31,0
29133000006,137,79,137,0.5766,70,122,0.57379999999999998,0,0,,0,0,,0,1,0,0,0,,9,14,0.64289999999999992,33,133,0.24809999999999999,31,119,0.26050000000000001,0,0,,0,0,,0,1,0,0,0,,2,13,0.15379999999999999,0,133,0,0,119,0,0,0,,0,0,,0,1,0,0,0,,0,13,0,0,133,0,0,119,0,0,0,,0,0,,0,1,0,0,0,,0,13,0,0,133,0,0,119,0,0,0,,0,0,,0,1,0,0,0,,0,13,0,0,132,0,0,119,0,0,0,,0,0,,0,1,0,0,0,,0,12,0,0,132,0,0,119,0,0,0,,0,0,,0,1,0,0,0,,0,12,0,17,132,0.1288,15,119,0.12609999999999999,0,0,,0,0,,0,1,0,0,0,,2,12,0.16669999999999999,0,131,0,0,119,0,0,0,,0,0,,0,1,0,0,0,,0,11,0,0,131,0,0,119,0,0,0,,0,0,,0,1,0,0,0,,0,11,0
29133000009,396,299,394,0.75890000000000002,269,351,0.76639999999999997,0,2,0,1,2,0.5,1,1,1,2,2,1,26,36,0.72219999999999995,202,388,0.52060000000000006,178,346,0.51450000000000007,0,2,0,0,2,0,1,1,1,2,2,1,21,35,0.59999999999999998,0,386,0,0,344,0,0,2,0,0,2,0,0,1,0,0,2,0,0,35,0,0,386,0,0,344,0,0,2,0,0,2,0,0,1,0,0,2,0,0,35,0,0,386,0,0,344,0,0,2,0,0,2,0,0,1,0,0,2,0,0,35,0,0,386,0,0,344,0,0,2,0,0,2,0,0,1,0,0,2,0,0,35,0,0,386,0,0,344,0,0,2,0,0,2,0,0,1,0,0,2,0,0,35,0,72,384,0.1875,62,342,0.18130000000000002,0,2,0,0,2,0,1,1,1,0,2,0,9,35,0.2571,0,382,0,0,340,0,0,2,0,0,2,0,0,1,0,0,2,0,0,35,0,0,382,0,0,340,0,0,2,0,0,2,0,0,1,0,0,2,0,0,35,0
29141000012,923,696,918,0.7582000000000001,639,834,0.7662000000000001,6,14,0.42859999999999998,3,3,1,4,6,0.66669999999999996,2,2,1,42,59,0.71189999999999998,317,892,0.35539999999999999,298,812,0.36700000000000005,2,13,0.15379999999999999,0,3,0,1,6,0.16669999999999999,2,2,1,14,56,0.25,0,882,0,0,803,0,0,13,0,0,3,0,0,6,0,0,2,0,0,55,0,0,881,0,0,802,0,0,13,0,0,3,0,0,6,0,0,2,0,0,55,0,0,881,0,0,802,0,0,13,0,0,3,0,0,6,0,0,2,0,0,55,0,0,880,0,0,801,0,0,13,0,0,3,0,0,6,0,0,2,0,0,55,0,0,876,0,0,798,0,0,12,0,0,3,0,0,6,0,0,2,0,0,55,0,210,865,0.24279999999999999,196,788,0.24869999999999998,2,12,0.16669999999999999,0,3,0,1,6,0.16669999999999999,0,2,0,11,54,0.20369999999999999,0,854,0,0,778,0,0,12,0,0,2,0,0,6,0,0,2,0,0,54,0,0,853,0,0,777,0,0,12,0,0,2,0,0,6,0,0,2,0,0,54,0
29145000016,2647,1878,2635,0.71270000000000011,1713,2364,0.72460000000000002,20,41,0.48780000000000001,2,3,0.66669999999999996,13,31,0.4194,5,6,0.83330000000000004,125,190,0.65789999999999993,55,2544,0.021600000000000001,53,2287,0.023199999999999998,0,39,0,0,3,0,1,27,0.036999999999999998,0,6,0,1,182,0.0055000000000000005,0,2532,0,0,2277,0,0,39,0,0,3,0,0,27,0,0,6,0,0,180,0,0,2527,0,0,2273,0,0,39,0,0,3,0,0,26,0,0,6,0,0,180,0,0,2527,0,0,2273,0,0,39,0,0,3,0,0,26,0,0,6,0,0,180,0,0,2522,0,0,2268,0,0,39,0,0,3,0,0,26,0,0,6,0,0,180,0,0,2519,0,0,2266,0,0,38,0,0,3,0,0,26,0,0,6,0,0,180,0,441,2497,0.17660000000000001,401,2245,0.17860000000000001,7,38,0.18419999999999997,0,3,0,1,26,0.0385,0,5,0,32,180,0.17780000000000001,0,2476,0,0,2227,0,0,37,0,0,3,0,0,26,0,0,5,0,0,178,0,0,2467,0,0,2220,0,0,37,0,0,3,0,0,25,0,0,5,0,0,177,0
29145000017,2679,1927,2667,0.72249999999999992,1720,2373,0.72479999999999989,36,58,0.62070000000000003,12,20,0.59999999999999998,5,11,0.45450000000000002,8,9,0.88889999999999991,146,196,0.74490000000000001,55,2587,0.021299999999999999,50,2313,0.021600000000000001,0,52,0,2,18,0.1111,0,9,0,0,8,0,3,187,0.016,0,2581,0,0,2308,0,0,52,0,0,18,0,0,9,0,0,8,0,0,186,0,0,2575,0,0,2302,0,0,52,0,0,18,0,0,9,0,0,8,0,0,186,0,0,2575,0,0,2302,0,0,52,0,0,18,0,0,9,0,0,8,0,0,186,0,0,2568,0,0,2295,0,0,52,0,0,18,0,0,9,0,0,8,0,0,186,0,0,2559,0,0,2288,0,0,52,0,0,18,0,0,9,0,0,8,0,0,184,0,434,2537,0.17109999999999997,386,2268,0.17019999999999999,5,51,0.098000000000000004,2,18,0.1111,0,9,0,1,8,0.125,40,183,0.21859999999999999,0,2511,0,0,2249,0,0,49,0,0,17,0,0,9,0,0,8,0,0,179,0,0,2509,0,0,2247,0,0,49,0,0,17,0,0,9,0,0,8,0,0,179,0
29151000015,388,307,386,0.79530000000000001,239,305,0.78360000000000007,3,3,1,0,0,,0,0,,0,0,,65,78,0.83330000000000004,152,376,0.40429999999999999,121,300,0.40329999999999994,1,2,0.5,0,0,,0,0,,0,0,,30,74,0.40540000000000004,0,374,0,0,298,0,0,2,0,0,0,,0,0,,0,0,,0,74,0,0,373,0,0,297,0,0,2,0,0,0,,0,0,,0,0,,0,74,0,0,373,0,0,297,0,0,2,0,0,0,,0,0,,0,0,,0,74,0,0,373,0,0,297,0,0,2,0,0,0,,0,0,,0,0,,0,74,0,0,372,0,0,296,0,0,2,0,0,0,,0,0,,0,0,,0,74,0,72,369,0.1951,60,293,0.20480000000000001,1,2,0.5,0,0,,0,0,,0,0,,11,74,0.14860000000000001,0,368,0,0,292,0,0,2,0,0,0,,0,0,,0,0,,0,74,0,0,368,0,0,292,0,0,2,0,0,0,,0,0,,0,0,,0,74,0
29153000008,1842,1278,1839,0.69489999999999996,1113,1607,0.69259999999999999,31,46,0.67389999999999994,2,2,1,3,5,0.59999999999999998,3,9,0.33329999999999999,126,170,0.74120000000000008,860,1790,0.48040000000000005,744,1563,0.47599999999999998,24,44,0.54549999999999998,1,2,0.5,2,5,0.40000000000000002,2,8,0.25,87,168,0.51790000000000003,0,1784,0,0,1558,0,0,44,0,0,2,0,0,5,0,0,7,0,0,168,0,0,1778,0,0,1552,0,0,44,0,0,2,0,0,5,0,0,7,0,0,168,0,0,1778,0,0,1552,0,0,44,0,0,2,0,0,5,0,0,7,0,0,168,0,0,1776,0,0,1550,0,0,44,0,0,2,0,0,5,0,0,7,0,0,168,0,0,1770,0,0,1545,0,0,44,0,0,2,0,0,5,0,0,7,0,0,167,0,308,1740,0.17699999999999999,264,1517,0.17399999999999999,13,43,0.30230000000000001,0,2,0,1,5,0.20000000000000001,0,7,0,30,166,0.1807,0,1721,0,0,1500,0,0,43,0,0,2,0,0,5,0,0,7,0,0,164,0,0,1720,0,0,1499,0,0,43,0,0,2,0,0,5,0,0,7,0,0,164,0
29153000009,344,262,344,0.76159999999999994,217,288,0.75349999999999995,7,8,0.875,0,1,0,2,2,1,0,1,0,36,44,0.81820000000000004,148,330,0.44850000000000001,123,276,0.44569999999999999,0,8,0,0,1,0,2,2,1,0,1,0,23,42,0.54760000000000009,0,327,0,0,273,0,0,8,0,0,1,0,0,2,0,0,1,0,0,42,0,0,327,0,0,273,0,0,8,0,0,1,0,0,2,0,0,1,0,0,42,0,0,327,0,0,273,0,0,8,0,0,1,0,0,2,0,0,1,0,0,42,0,0,324,0,0,271,0,0,8,0,0,1,0,0,2,0,0,1,0,0,41,0,0,324,0,0,271,0,0,8,0,0,1,0,0,2,0,0,1,0,0,41,0,70,316,0.22149999999999997,62,264,0.23479999999999998,0,8,0,0,1,0,1,2,0.5,0,1,0,7,40,0.17499999999999999,0,315,0,0,263,0,0,8,0,0,1,0,0,2,0,0,1,0,0,40,0,0,315,0,0,263,0,0,8,0,0,1,0,0,2,0,0,1,0,0,40,0
29155000002,120,74,120,0.61670000000000003,66,106,0.62260000000000004,0,2,0,1,1,1,3,3,1,0,0,,4,8,0.5,26,118,0.22030000000000002,23,104,0.22119999999999998,0,2,0,0,1,0,3,3,1,0,0,,0,8,0,0,117,0,0,103,0,0,2,0,0,1,0,0,3,0,0,0,,0,8,0,0,117,0,0,103,0,0,2,0,0,1,0,0,3,0,0,0,,0,8,0,0,117,0,0,103,0,0,2,0,0,1,0,0,3,0,0,0,,0,8,0,0,117,0,0,103,0,0,2,0,0,1,0,0,3,0,0,0,,0,8,0,0,117,0,0,103,0,0,2,0,0,1,0,0,3,0,0,0,,0,8,0,10,116,0.086200000000000013,8,102,0.078399999999999997,0,2,0,0,1,0,2,3,0.66669999999999996,0,0,,0,8,0,0,116,0,0,102,0,0,2,0,0,1,0,0,3,0,0,0,,0,8,0,0,115,0,0,101,0,0,2,0,0,1,0,0,3,0,0,0,,0,8,0
29155000011,935,505,933,0.54129999999999989,270,443,0.60950000000000004,6,14,0.42859999999999998,208,435,0.47820000000000001,1,5,0.20000000000000001,0,1,0,20,35,0.57140000000000002,204,912,0.22369999999999995,124,435,0.28510000000000002,1,14,0.071400000000000005,67,423,0.15840000000000001,0,5,0,0,1,0,12,34,0.35289999999999999,0,908,0,0,433,0,0,14,0,0,421,0,0,5,0,0,1,0,0,34,0,0,908,0,0,433,0,0,14,0,0,421,0,0,5,0,0,1,0,0,34,0,0,908,0,0,433,0,0,14,0,0,421,0,0,5,0,0,1,0,0,34,0,0,907,0,0,433,0,0,14,0,0,420,0,0,5,0,0,1,0,0,34,0,0,905,0,0,431,0,0,14,0,0,420,0,0,5,0,0,1,0,0,34,0,135,899,0.1502,75,430,0.17440000000000003,1,14,0.071400000000000005,53,415,0.12769999999999998,0,5,0,0,1,0,6,34,0.17649999999999999,0,893,0,0,426,0,0,14,0,0,413,0,0,5,0,0,1,0,0,34,0,0,891,0,0,424,0,0,14,0,0,413,0,0,5,0,0,1,0,0,34,0
29155000018,1157,655,1153,0.56810000000000005,570,963,0.59189999999999998,6,18,0.33329999999999999,42,109,0.38530000000000003,5,11,0.45450000000000002,2,3,0.66669999999999996,30,49,0.61220000000000008,225,1110,0.20270000000000002,207,928,0.22309999999999999,1,15,0.066700000000000009,12,106,0.11320000000000001,0,11,0,0,2,0,5,48,0.1042,0,1107,0,0,925,0,0,15,0,0,106,0,0,11,0,0,2,0,0,48,0,0,1106,0,0,924,0,0,15,0,0,106,0,0,11,0,0,2,0,0,48,0,0,1106,0,0,924,0,0,15,0,0,106,0,0,11,0,0,2,0,0,48,0,0,1106,0,0,924,0,0,15,0,0,106,0,0,11,0,0,2,0,0,48,0,0,1104,0,0,922,0,0,15,0,0,106,0,0,11,0,0,2,0,0,48,0,171,1094,0.15630000000000002,144,912,0.15790000000000001,2,15,0.13330000000000003,21,106,0.1981,1,11,0.090900000000000009,0,2,0,3,48,0.0625,0,1075,0,0,897,0,0,14,0,0,105,0,0,11,0,0,2,0,0,46,0,0,1071,0,0,893,0,0,14,0,0,105,0,0,11,0,0,2,0,0,46,0
29157000012,790,605,786,0.76970000000000005,518,667,0.77659999999999996,6,9,0.66669999999999996,0,1,0,3,3,1,4,5,0.80000000000000004,74,101,0.73270000000000013,321,764,0.42020000000000002,272,649,0.41910000000000008,4,9,0.44440000000000002,0,1,0,2,2,1,1,5,0.20000000000000001,42,98,0.42859999999999998,0,761,0,0,646,0,0,9,0,0,1,0,0,2,0,0,5,0,0,98,0,0,761,0,0,646,0,0,9,0,0,1,0,0,2,0,0,5,0,0,98,0,0,761,0,0,646,0,0,9,0,0,1,0,0,2,0,0,5,0,0,98,0,0,760,0,0,645,0,0,9,0,0,1,0,0,2,0,0,5,0,0,98,0,0,760,0,0,645,0,0,9,0,0,1,0,0,2,0,0,5,0,0,98,0,125,753,0.16600000000000001,106,639,0.16589999999999999,1,9,0.1111,0,1,0,0,2,0,0,5,0,18,97,0.18559999999999999,0,746,0,0,635,0,0,9,0,0,1,0,0,1,0,0,5,0,0,95,0,0,745,0,0,634,0,0,9,0,0,1,0,0,1,0,0,5,0,0,95,0
29159000021,1196,953,1194,0.79820000000000013,831,1022,0.81310000000000004,21,30,0.69999999999999996,4,5,0.80000000000000004,4,7,0.57140000000000002,10,22,0.45450000000000002,83,108,0.76849999999999996,468,1158,0.40410000000000001,416,993,0.41889999999999999,6,28,0.21429999999999999,2,5,0.40000000000000002,2,7,0.28570000000000001,5,22,0.2273,37,103,0.35920000000000002,0,1153,0,0,989,0,0,28,0,0,5,0,0,7,0,0,21,0,0,103,0,0,1148,0,0,984,0,0,28,0,0,5,0,0,7,0,0,21,0,0,103,0,0,1148,0,0,984,0,0,28,0,0,5,0,0,7,0,0,21,0,0,103,0,0,1142,0,0,980,0,0,27,0,0,5,0,0,7,0,0,21,0,0,102,0,0,1142,0,0,980,0,0,27,0,0,5,0,0,7,0,0,21,0,0,102,0,355,1134,0.31310000000000004,311,976,0.31860000000000005,9,27,0.33329999999999999,3,5,0.59999999999999998,2,7,0.28570000000000001,2,19,0.10529999999999999,28,100,0.27999999999999997,0,1125,0,0,969,0,0,26,0,0,5,0,0,7,0,0,19,0,0,99,0,0,1123,0,0,969,0,0,25,0,0,5,0,0,7,0,0,19,0,0,98,0
29159000010,835,596,831,0.71719999999999995,493,679,0.72609999999999997,18,29,0.62070000000000003,0,2,0,5,6,0.83330000000000004,10,17,0.58820000000000006,70,98,0.71429999999999993,281,803,0.34989999999999999,244,662,0.36859999999999998,7,27,0.25929999999999997,0,2,0,0,6,0,5,15,0.33329999999999999,25,91,0.2747,0,799,0,0,659,0,0,27,0,0,2,0,0,6,0,0,15,0,0,90,0,0,798,0,0,658,0,0,27,0,0,2,0,0,6,0,0,15,0,0,90,0,0,798,0,0,658,0,0,27,0,0,2,0,0,6,0,0,15,0,0,90,0,0,796,0,0,657,0,0,27,0,0,2,0,0,6,0,0,14,0,0,90,0,0,795,0,0,656,0,0,27,0,0,2,0,0,6,0,0,14,0,0,90,0,167,783,0.21329999999999999,144,648,0.22220000000000001,2,27,0.074099999999999985,0,2,0,1,6,0.16669999999999999,2,12,0.16669999999999999,18,88,0.20449999999999999,0,774,0,0,643,0,0,27,0,0,2,0,0,6,0,0,12,0,0,84,0,0,770,0,0,641,0,0,27,0,0,2,0,0,6,0,0,12,0,0,82,0
29163000004,676,430,672,0.63989999999999991,381,592,0.64359999999999995,11,19,0.57889999999999997,5,11,0.45450000000000002,0,1,0,3,4,0.75,30,45,0.66669999999999996,258,652,0.3957,234,573,0.40839999999999999,3,18,0.16669999999999999,2,11,0.18180000000000002,0,1,0,3,4,0.75,16,45,0.35560000000000003,0,650,0,0,572,0,0,18,0,0,11,0,0,1,0,0,4,0,0,44,0,0,649,0,0,571,0,0,18,0,0,11,0,0,1,0,0,4,0,0,44,0,0,649,0,0,571,0,0,18,0,0,11,0,0,1,0,0,4,0,0,44,0,0,648,0,0,570,0,0,18,0,0,11,0,0,1,0,0,4,0,0,44,0,0,647,0,0,570,0,0,17,0,0,11,0,0,1,0,0,4,0,0,44,0,119,636,0.18709999999999999,108,561,0.1925,1,17,0.058799999999999998,3,11,0.2727,0,1,0,0,4,0,7,42,0.16669999999999999,0,634,0,0,559,0,0,17,0,0,11,0,0,1,0,0,4,0,0,42,0,0,634,0,0,559,0,0,17,0,0,11,0,0,1,0,0,4,0,0,42,0
29163000009,1421,1030,1418,0.72640000000000005,894,1223,0.73099999999999998,9,17,0.52939999999999998,22,28,0.78570000000000007,5,5,1,7,10,0.69999999999999996,93,135,0.68890000000000007,632,1385,0.45630000000000004,542,1198,0.45239999999999991,6,17,0.35289999999999999,14,28,0.5,4,5,0.80000000000000004,1,10,0.10000000000000001,65,127,0.51180000000000003,0,1380,0,0,1195,0,0,17,0,0,26,0,0,5,0,0,10,0,0,127,0,0,1378,0,0,1193,0,0,17,0,0,26,0,0,5,0,0,10,0,0,127,0,0,1378,0,0,1193,0,0,17,0,0,26,0,0,5,0,0,10,0,0,127,0,0,1376,0,0,1191,0,0,17,0,0,26,0,0,5,0,0,10,0,0,127,0,0,1375,0,0,1191,0,0,16,0,0,26,0,0,5,0,0,10,0,0,127,0,252,1360,0.18530000000000002,215,1180,0.18219999999999997,1,15,0.066700000000000009,9,26,0.34619999999999995,1,5,0.20000000000000001,0,10,0,26,124,0.2097,0,1342,0,0,1168,0,0,14,0,0,25,0,0,4,0,0,9,0,0,122,0,0,1340,0,0,1166,0,0,14,0,0,25,0,0,4,0,0,9,0,0,122,0
29167000023,551,435,550,0.79090000000000005,405,506,0.8004,1,1,1,0,1,0,2,3,0.66669999999999996,3,4,0.75,24,35,0.68570000000000009,170,543,0.31310000000000004,161,501,0.32140000000000002,0,1,0,0,1,0,0,2,0,0,3,0,9,35,0.2571,0,543,0,0,501,0,0,1,0,0,1,0,0,2,0,0,3,0,0,35,0,0,543,0,0,501,0,0,1,0,0,1,0,0,2,0,0,3,0,0,35,0,0,543,0,0,501,0,0,1,0,0,1,0,0,2,0,0,3,0,0,35,0,0,543,0,0,501,0,0,1,0,0,1,0,0,2,0,0,3,0,0,35,0,0,541,0,0,499,0,0,1,0,0,1,0,0,2,0,0,3,0,0,35,0,118,537,0.21970000000000001,107,496,0.2157,0,1,0,0,1,0,1,2,0.5,1,3,0.33329999999999999,9,34,0.26469999999999999,0,535,0,0,495,0,0,1,0,0,1,0,0,2,0,0,3,0,0,33,0,0,534,0,0,494,0,0,1,0,0,1,0,0,2,0,0,3,0,0,33,0
29167000003,1025,720,1021,0.70520000000000016,658,925,0.71140000000000003,17,24,0.70830000000000004,0,0,,1,1,1,1,4,0.25,43,67,0.64179999999999993,325,978,0.33230000000000004,304,885,0.34350000000000003,7,23,0.30430000000000001,0,0,,0,1,0,0,4,0,14,65,0.21539999999999998,0,976,0,0,883,0,0,23,0,0,0,,0,1,0,0,4,0,0,65,0,0,974,0,0,881,0,0,23,0,0,0,,0,1,0,0,4,0,0,65,0,0,974,0,0,881,0,0,23,0,0,0,,0,1,0,0,4,0,0,65,0,0,971,0,0,879,0,0,23,0,0,0,,0,1,0,0,4,0,0,64,0,0,969,0,0,877,0,0,23,0,0,0,,0,1,0,0,4,0,0,64,0,221,955,0.23139999999999999,207,863,0.2399,7,23,0.30430000000000001,0,0,,0,1,0,0,4,0,7,64,0.10940000000000001,0,943,0,0,853,0,0,21,0,0,0,,0,1,0,0,4,0,0,64,0,0,935,0,0,845,0,0,21,0,0,0,,0,1,0,0,4,0,0,64,0
29175000014,4854,3529,4835,0.72989999999999999,3133,4244,0.73820000000000008,45,78,0.57689999999999997,35,69,0.50719999999999998,18,26,0.69229999999999992,19,27,0.7037000000000001,279,391,0.71360000000000001,1600,4685,0.34150000000000003,1448,4124,0.35110000000000002,12,70,0.1714,11,66,0.16669999999999999,9,26,0.34619999999999995,9,27,0.33329999999999999,111,372,0.29839999999999994,0,4667,0,0,4106,0,0,70,0,0,66,0,0,26,0,0,27,0,0,372,0,0,4660,0,0,4100,0,0,70,0,0,66,0,0,26,0,0,27,0,0,371,0,0,4660,0,0,4100,0,0,70,0,0,66,0,0,26,0,0,27,0,0,371,0,0,4649,0,0,4090,0,0,69,0,0,66,0,0,26,0,0,27,0,0,371,0,0,4646,0,0,4088,0,0,69,0,0,65,0,0,26,0,0,27,0,0,371,0,1061,4608,0.2303,943,4056,0.23250000000000001,10,67,0.14930000000000002,16,64,0.25,8,25,0.32000000000000001,5,27,0.18519999999999998,79,369,0.21410000000000001,0,4582,0,0,4032,0,0,66,0,0,64,0,0,25,0,0,27,0,0,368,0,0,4573,0,0,4025,0,0,66,0,0,64,0,0,25,0,0,27,0,0,366,0
29181000008,404,278,401,0.69330000000000003,246,352,0.69889999999999997,1,1,1,0,0,,0,0,,0,0,,31,48,0.64580000000000004,165,394,0.41880000000000006,144,345,0.41739999999999994,0,1,0,0,0,,0,0,,0,0,,21,48,0.4375,0,393,0,0,344,0,0,1,0,0,0,,0,0,,0,0,,0,48,0,0,393,0,0,344,0,0,1,0,0,0,,0,0,,0,0,,0,48,0,0,393,0,0,344,0,0,1,0,0,0,,0,0,,0,0,,0,48,0,0,393,0,0,344,0,0,1,0,0,0,,0,0,,0,0,,0,48,0,0,392,0,0,343,0,0,1,0,0,0,,0,0,,0,0,,0,48,0,100,389,0.2571,92,341,0.26979999999999998,0,1,0,0,0,,0,0,,0,0,,8,47,0.17019999999999999,0,388,0,0,340,0,0,1,0,0,0,,0,0,,0,0,,0,47,0,0,388,0,0,340,0,0,1,0,0,0,,0,0,,0,0,,0,47,0
