FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,CBSA,MEMI,CSA,METDIV,VTD,VTDI,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,POP100,HU100,INTPTLAT,INTPTLON,LSADC,GEOID20,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
PLST,MO,700,00,00,000,0044226,7000000US29095000311,29095000311,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000311,P,693835,0,KC 214,KC 214,S,389,208,+39.0872129,-094.5595732,00,29095000311,389,359,76,245,2,5,0,31,30,26,7,3,2,0,7,5,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,55,334,311,58,241,2,5,0,5,23,20,7,3,2,0,1,5,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,284,64,195,2,5,0,18,19,16,6,3,1,0,0,5,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,31,272,253,53,191,2,5,0,2,19,16,6,3,1,0,0,5,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,177,31,0,0,0,0,0,0,0,0,0,0
PLST,MO,700,00,00,000,0044227,7000000US29095000312,29095000312,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000312,P,374369,0,KC 215,KC 215,S,368,266,+39.0813645,-094.5551482,00,29095000312,368,341,48,257,9,0,1,26,27,24,1,5,0,0,11,2,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,53,315,299,40,255,2,0,0,2,16,13,1,3,0,0,3,2,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,243,39,174,7,0,0,23,18,15,0,4,0,0,7,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,41,220,209,32,173,2,0,0,2,11,8,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,148,118,17,0,0,0,0,0,17,0,0,17
PLST,MO,700,00,00,000,0044228,7000000US29095000313,29095000313,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000313,P,101823,0,KC 216,KC 216,S,0,0,+39.1075064,-094.5687597,00,29095000313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,MO,700,00,00,000,0044229,7000000US29095000314,29095000314,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000314,P,812623,0,KC 1901,KC 1901,S,1508,583,+38.9463158,-094.5195599,00,29095000314,1508,1374,409,844,3,15,4,99,134,121,22,18,2,0,61,8,5,0,4,1,0,0,0,0,0,13,8,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508,193,1315,1237,372,839,3,15,4,4,78,67,18,18,2,0,13,8,5,0,2,1,0,0,0,0,0,11,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,1067,350,635,3,9,4,66,83,74,16,9,2,0,36,7,3,0,0,1,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,120,1030,973,325,630,3,9,4,2,57,48,13,9,2,0,13,7,3,0,0,1,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,531,52,16,0,0,0,0,0,16,0,0,16
PLST,MO,700,00,00,000,0044230,7000000US29095000315,29095000315,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000315,P,1552366,0,KC 1909,KC 1909,S,1248,616,+38.9445478,-094.5268863,00,29095000315,1248,1125,288,754,9,13,6,55,123,106,29,14,7,1,36,7,11,0,1,0,0,0,0,0,0,17,10,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,109,1139,1057,280,748,5,13,6,5,82,68,28,13,7,1,2,7,10,0,0,0,0,0,0,0,0,14,10,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,877,244,569,9,11,6,38,74,65,10,13,6,1,24,7,4,0,0,0,0,0,0,0,0,9,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,70,881,834,240,568,5,11,6,4,47,40,9,12,6,1,2,7,3,0,0,0,0,0,0,0,0,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,542,74,0,0,0,0,0,0,0,0,0,0
PLST,MO,700,00,00,000,0044231,7000000US29095000316,29095000316,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000316,P,2068333,0,KC 1919,KC 1919,S,1578,683,+38.9309616,-094.5371280,00,29095000316,1578,1448,937,430,8,42,3,28,130,118,15,12,20,0,54,11,0,0,2,0,0,3,0,1,0,12,8,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578,110,1468,1391,909,424,8,42,3,5,77,68,12,12,12,0,19,11,0,0,1,0,0,1,0,0,0,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,1207,789,346,6,41,3,22,81,74,6,10,10,0,40,5,0,0,2,0,0,1,0,0,0,7,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,67,1221,1169,772,343,6,41,3,4,52,48,6,10,10,0,15,5,0,0,1,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,642,41,0,0,0,0,0,0,0,0,0,0
PLST,MO,700,00,00,000,0044232,7000000US29095000317,29095000317,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000317,P,556832,0,KC 2004,KC 2004,S,1045,357,+38.9353758,-094.5472871,00,29095000317,1045,959,701,210,5,13,0,30,86,84,27,16,12,1,17,3,0,1,3,0,0,3,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,63,982,919,691,207,3,13,0,5,63,61,27,12,12,1,4,3,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,736,533,161,5,11,0,26,52,51,9,16,6,1,13,3,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,49,739,703,526,160,3,11,0,3,36,35,9,12,6,1,3,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,338,19,0,0,0,0,0,0,0,0,0,0
PLST,MO,700,00,00,000,0044233,7000000US29095000318,29095000318,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000318,P,2577507,34078,KC 2005,KC 2005,S,1197,486,+38.9312068,-094.5556023,00,29095000318,1197,1084,618,384,7,39,0,36,113,104,28,24,13,0,19,15,0,0,5,0,0,0,0,0,0,9,2,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,84,1113,1030,598,384,5,39,0,4,83,80,26,21,13,0,3,15,0,0,2,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,968,562,341,6,38,0,21,64,57,11,13,5,0,15,10,0,0,3,0,0,0,0,0,0,7,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,59,973,931,544,341,4,38,0,4,42,40,10,10,5,0,3,10,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,472,14,150,150,0,0,147,3,0,0,0,0
PLST,MO,700,00,00,000,0044234,7000000US29095000319,29095000319,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000319,P,2164013,0,KC 2006,KC 2006,S,670,301,+38.9320617,-094.5710597,00,29095000319,670,630,523,77,4,9,0,17,40,39,4,10,5,1,15,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,37,633,603,512,77,3,9,0,2,30,29,4,9,5,1,8,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,535,455,57,3,8,0,12,23,23,1,7,3,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,30,528,513,444,57,2,8,0,2,15,15,1,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,292,9,0,0,0,0,0,0,0,0,0,0
PLST,MO,700,00,00,000,0044235,7000000US29095000320,29095000320,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000320,P,870039,0,KC 2007,KC 2007,S,989,397,+38.9150637,-094.5776003,00,29095000320,989,901,524,289,7,39,2,40,88,85,30,10,5,0,33,0,3,0,4,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,116,873,821,492,284,4,37,2,2,52,51,29,9,5,0,5,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,773,489,218,7,29,0,30,54,53,11,9,2,0,25,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,82,745,717,470,213,4,28,0,2,28,28,10,9,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,365,32,158,152,0,0,152,0,6,0,0,6
PLST,MO,700,00,00,000,0044236,7000000US29095000321,29095000321,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000321,P,3051873,148775,KC 2008,KC 2008,S,1793,964,+38.9197939,-094.5527365,00,29095000321,1793,1648,870,595,4,128,8,43,145,139,47,32,14,0,24,15,1,1,4,0,0,1,0,0,0,6,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,88,1705,1585,852,589,3,128,8,5,120,114,43,28,14,0,10,15,1,1,2,0,0,0,0,0,0,6,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,1360,791,404,4,117,8,36,87,85,26,24,4,0,14,13,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,59,1388,1311,780,401,3,117,8,2,77,75,25,23,4,0,8,13,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,894,70,0,0,0,0,0,0,0,0,0,0
PLST,MO,700,00,00,000,0044237,7000000US29095000322,29095000322,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000322,P,3075975,70281,KC 2009,KC 2009,S,2617,1319,+38.9184096,-094.5335817,00,29095000322,2617,2303,1438,681,34,68,11,71,314,289,67,59,22,0,99,17,4,1,15,0,0,5,0,0,0,21,6,1,0,3,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2617,239,2378,2179,1387,675,30,68,11,8,199,186,63,53,22,0,18,17,4,1,8,0,0,0,0,0,0,12,6,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110,1883,1209,526,26,55,10,57,227,204,34,48,17,0,78,14,2,0,11,0,0,0,0,0,0,20,6,1,0,2,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2110,184,1926,1784,1170,520,22,55,10,7,142,130,32,46,17,0,11,14,2,0,8,0,0,0,0,0,0,12,6,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,1194,125,0,0,0,0,0,0,0,0,0,0
PLST,MO,700,00,00,000,0044238,7000000US29095000324,29095000324,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000324,P,1975717,0,KC 2002,KC 2002,S,2002,905,+38.9333323,-094.5896981,00,29095000324,2002,1849,1613,160,17,45,1,13,153,141,42,31,7,0,56,3,0,0,2,0,0,0,0,0,0,11,5,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,88,1914,1806,1593,159,8,41,1,4,108,102,41,31,7,0,20,3,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,1536,1349,130,13,32,1,11,107,100,24,27,2,0,42,3,0,0,2,0,0,0,0,0,0,6,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,77,1566,1495,1329,129,4,28,1,4,71,70,23,27,2,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,852,53,0,0,0,0,0,0,0,0,0,0
PLST,MO,700,00,00,000,0044239,7000000US29095000326,29095000326,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000326,P,2037364,0,KC 2203,KC 2203,S,1724,1012,+38.9228629,-094.5890612,00,29095000326,1724,1581,1010,444,5,77,0,45,143,138,27,30,12,0,57,5,3,0,4,0,0,0,0,0,0,5,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,120,1604,1509,985,438,1,77,0,8,95,91,27,27,12,0,14,5,3,0,3,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,1383,909,369,5,63,0,37,103,101,18,27,9,0,35,5,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,92,1394,1318,885,363,1,63,0,6,76,75,18,26,9,0,11,5,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,962,50,2,0,0,0,0,0,2,0,0,2
PLST,MO,700,00,00,000,0044240,7000000US29095000327,29095000327,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000327,P,705821,0,KC 2204,KC 2204,S,706,276,+38.9221081,-094.6029026,00,29095000327,706,658,611,23,0,18,0,6,48,45,7,8,7,0,19,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,21,685,651,607,22,0,18,0,4,34,31,7,7,7,0,7,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,529,494,20,0,12,0,3,31,29,3,6,7,0,9,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,10,550,529,494,20,0,12,0,3,21,19,3,6,7,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,267,9,8,0,0,0,0,0,8,0,0,8
PLST,MO,700,00,00,000,0044241,7000000US29095000328,29095000328,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000328,P,768668,0,KC 2205,KC 2205,S,747,288,+38.9175940,-094.6005639,00,29095000328,747,694,622,35,0,28,0,9,53,49,9,11,7,0,20,1,0,0,0,0,0,0,1,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,49,698,670,608,32,0,28,0,2,28,24,9,4,7,0,2,1,0,0,0,0,0,0,1,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,572,509,29,0,28,0,6,34,30,7,0,7,0,15,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,25,581,562,504,29,0,28,0,1,19,15,7,0,7,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,278,10,0,0,0,0,0,0,0,0,0,0
PLST,MO,700,00,00,000,0044242,7000000US29095000329,29095000329,2,4,29,01779791,095,H1,00758502,28140,1,312,99999,000329,P,863769,10365,KC 2206,KC 2206,S,1055,388,+38.9121507,-094.5997067,00,29095000329,1055,993,871,57,9,37,1,18,62,60,11,11,10,0,24,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,39,1016,978,867,56,6,36,1,12,38,37,11,11,10,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,770,682,44,9,31,1,3,32,32,2,10,5,0,11,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,24,778,759,678,43,6,30,1,1,19,19,2,10,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,380,8,0,0,0,0,0,0,0,0,0,0
