GEOID,COUNTYFP,VTD,total_reg,age_18_19,age_20_24,age_25_29,age_30_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85over,party_rep,party_dem,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_30,eth2_10,eth2_23,eth2_34,eth2_21,eth2_14,eth2_61,eth2_12,eth2_35,eth2_38,eth2_85,eth2_33,eth2_32,eth2_55,eth2_66,eth2_29,eth2_59,eth2_unk,g20201103,p20200804,r20200714,s20200707,r20200707,r20200630,s20200623,pp20200310,s20200204,s20200121,s20191105,s20190820,r20190604,r20190521,g20181106,r20180911,p20180807,g20161108,p20160802,pp20160315,g20141104,p20140805,g20121106,p20120807,pp20120207,g20101102,p20100803
29001000002,001,000002,1264,22,73,69,66,171,194,276,220,142,31,742,250,272,0,0,1149,11,6,2,5,91,1149,6,10,0,0,1,3,0,1,2,0,0,0,0,0,0,0,1,0,0,91,1023,591,0,0,0,0,0,239,0,0,0,0,0,0,821,0,486,902,281,409,574,378,794,464,81,677,375
29001000003,001,000003,1381,11,207,171,126,228,158,180,181,86,33,335,518,528,0,0,1219,29,10,10,7,106,1219,10,29,4,3,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,106,882,435,0,0,0,0,0,330,0,0,0,0,0,0,683,0,369,724,223,391,395,279,576,292,59,413,221
29001000004,001,000004,1067,15,83,97,105,151,159,180,126,101,50,473,318,276,0,0,911,19,5,18,13,101,911,4,19,2,10,0,2,6,0,4,2,0,1,0,0,0,0,0,1,0,101,801,393,0,0,0,0,0,263,0,0,0,0,0,0,612,0,330,681,209,361,413,288,555,299,48,416,207
29001000005,001,000005,1474,12,99,101,82,215,201,214,275,193,81,744,398,332,0,0,1295,24,4,21,21,109,1295,3,24,5,7,7,9,3,3,1,0,2,0,0,0,1,1,0,2,0,109,1199,609,0,0,0,0,0,397,0,0,0,0,0,0,947,0,547,1026,326,572,644,470,896,430,92,711,375
29001000006,001,000006,1432,19,92,89,89,196,226,295,259,134,33,804,287,341,0,0,1286,17,0,8,20,101,1286,0,17,0,3,0,0,4,1,18,0,1,0,0,0,0,0,0,0,0,101,1094,615,0,0,0,0,0,264,0,0,0,0,0,0,858,0,486,963,275,509,564,382,823,435,86,687,421
29001000007,001,000007,2686,45,190,168,168,340,426,547,477,263,61,1619,489,578,0,0,2406,25,1,26,34,194,2406,1,25,6,10,6,7,2,1,11,7,0,1,0,2,0,3,0,0,4,194,2129,1088,0,0,0,0,0,584,0,0,0,0,0,0,1726,0,991,1837,567,945,1196,792,1621,887,146,1276,685
29001000008,001,000008,1930,24,252,181,122,266,262,291,284,165,82,939,479,512,0,0,1671,27,10,23,31,168,1671,10,27,10,9,8,2,1,4,7,1,0,0,0,4,0,0,0,5,0,168,1509,726,0,0,0,0,0,493,0,0,0,0,0,0,1178,0,677,1210,407,679,804,582,1038,515,125,804,431
29001000009,001,000009,1459,31,479,242,127,160,100,121,99,62,37,270,770,419,0,0,1078,35,141,24,17,164,1078,141,35,6,11,6,4,4,2,0,0,0,2,2,0,2,0,0,0,1,164,869,334,0,0,0,0,0,302,0,0,0,0,0,0,597,0,323,581,164,315,299,219,500,189,59,314,157
29001000010,001,000010,1134,10,162,148,118,163,121,175,142,63,31,319,369,446,0,0,986,18,13,16,12,89,986,13,18,3,3,7,1,2,1,1,2,0,0,0,0,2,1,0,2,0,89,693,284,0,0,0,0,0,233,0,0,0,0,0,0,482,0,234,523,134,262,246,169,410,203,51,295,149
29001000011,001,000011,157,8,88,37,14,7,2,1,0,0,0,1,131,25,0,0,116,10,4,5,4,18,116,4,10,1,2,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,18,57,11,0,0,0,0,0,22,0,0,0,0,0,0,38,0,10,37,3,13,4,2,21,2,0,2,1
29003000002,003,000002,24,0,1,2,0,6,4,6,5,0,0,18,3,3,0,0,22,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,9,0,0,0,0,0,5,0,0,0,0,0,0,17,0,9,14,5,8,9,8,16,7,2,14,7
29003000003,003,000003,1127,9,76,86,86,202,170,208,181,80,28,645,138,344,0,0,1017,26,2,6,5,71,1017,2,26,1,2,1,0,2,0,0,1,0,1,0,1,1,0,0,0,0,71,860,331,0,0,0,0,0,240,0,0,4,0,0,0,631,45,339,723,205,362,308,177,608,174,46,384,175
29003000004,003,000004,237,5,13,14,27,37,31,46,37,16,11,161,22,54,0,0,209,4,0,5,0,19,209,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,204,96,0,0,0,0,0,56,0,0,0,0,0,0,166,29,111,185,86,114,100,75,156,71,28,116,68
29003000005,003,000005,321,4,21,20,24,46,52,63,58,19,13,244,19,58,0,0,275,2,0,4,1,39,275,0,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,39,275,153,0,0,0,0,0,75,0,0,1,0,0,0,220,43,147,252,117,147,147,134,212,90,28,147,85
29003000006,003,000006,1203,17,78,69,88,210,161,229,206,116,29,875,152,176,0,0,1063,27,3,6,9,95,1063,3,27,1,1,3,5,0,1,0,0,1,0,0,0,0,2,0,0,0,95,944,402,0,0,0,0,0,223,0,0,2,0,0,0,732,57,404,858,273,435,428,288,748,264,95,510,276
29003000007,003,000007,1247,15,64,63,83,232,217,247,222,82,22,896,130,221,0,0,1073,16,3,11,11,133,1073,3,16,6,4,1,1,5,1,2,0,0,0,0,0,0,0,0,0,1,133,1007,414,0,0,0,0,0,233,0,0,3,0,0,0,755,65,454,884,273,441,475,348,765,212,71,516,254
29003000008,003,000008,1239,22,94,84,91,192,192,208,208,102,46,733,136,370,0,0,1116,21,0,0,10,92,1116,0,21,1,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,92,921,473,0,0,0,0,0,236,0,0,2,0,0,0,702,148,447,809,253,363,419,293,677,263,72,468,226
29003000009,003,000009,976,11,73,67,83,158,136,160,180,81,26,635,96,245,0,0,888,11,0,6,2,69,888,0,11,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,69,751,406,0,0,0,0,0,210,0,0,0,0,0,0,556,144,371,656,220,316,346,264,551,225,64,373,169
29003000010,003,000010,368,2,24,21,16,41,54,86,62,44,18,248,46,74,0,0,328,12,2,1,2,23,328,2,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,308,167,0,0,0,0,0,69,0,0,0,0,0,0,252,36,155,286,121,147,163,129,249,97,24,174,92
29003000011,003,000011,681,8,45,39,60,110,117,136,106,45,15,415,77,189,0,0,615,13,0,4,2,47,615,0,13,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,47,532,251,0,0,0,0,0,123,0,0,1,0,0,0,385,35,251,448,109,225,173,149,372,104,43,222,106
29003000012,003,000012,459,6,26,29,28,68,64,93,91,41,13,312,63,84,0,0,400,5,0,2,3,49,400,0,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,49,374,189,0,0,0,0,0,123,0,0,3,0,0,0,307,60,209,339,129,163,203,160,307,112,39,227,116
29003000013,003,000013,1289,21,109,90,94,208,201,245,191,97,33,755,150,384,0,0,1164,18,1,9,4,93,1164,1,18,1,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,93,949,498,0,0,0,0,0,247,0,0,8,0,0,0,684,151,444,837,261,408,429,333,709,253,71,476,216
29003000014,003,000014,1236,17,86,82,117,204,169,223,158,113,67,677,135,424,0,0,1111,19,0,5,1,100,1111,0,19,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,960,515,0,0,0,0,0,265,0,0,3,0,0,0,732,189,462,858,289,436,486,347,697,310,78,490,258
29003000015,003,000015,248,3,19,13,17,35,44,45,45,21,6,171,28,49,0,0,216,1,0,10,0,21,216,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,204,99,0,0,0,0,0,54,0,0,0,0,0,0,161,21,97,176,64,103,101,83,154,47,19,117,55
29003000016,003,000016,434,7,34,28,24,62,78,85,70,41,5,288,52,94,0,0,392,5,0,1,0,36,392,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,336,209,0,0,0,0,0,86,0,0,0,0,0,0,270,87,187,300,130,174,194,151,254,99,35,177,84
29003000017,003,000017,422,10,40,35,33,72,76,60,55,33,8,280,48,94,0,0,383,8,0,0,4,27,383,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,337,185,0,0,0,0,0,94,0,0,0,0,0,0,230,102,174,284,91,139,174,127,233,91,21,152,82
29003000018,003,000018,54,0,3,4,4,11,7,10,8,6,1,39,2,13,0,0,50,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,24,0,0,0,0,0,14,0,0,0,0,0,0,35,8,24,39,25,16,20,21,32,11,5,24,13
29003000019,003,000019,256,5,14,14,14,20,41,67,53,22,6,174,21,61,0,0,237,1,0,1,0,17,237,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,204,108,0,0,0,0,0,55,0,0,0,0,0,0,148,36,99,180,73,96,110,102,164,67,20,109,61
29003000020,003,000020,244,2,19,19,18,43,29,42,41,22,9,147,27,70,0,0,234,3,0,2,0,5,234,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,203,103,0,0,0,0,0,47,0,0,1,0,0,0,140,62,93,176,69,88,109,96,154,67,17,111,61
29003000021,003,000021,115,1,6,6,6,18,22,28,14,11,2,81,8,26,0,0,100,0,0,0,0,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,96,55,0,0,0,0,0,10,0,0,0,0,0,0,77,25,48,81,38,42,57,46,69,34,9,52,35
29005000002,005,000002,718,6,41,49,50,111,91,131,146,71,22,420,83,215,0,0,643,6,1,4,0,64,643,1,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,64,537,340,0,0,0,0,0,172,0,0,0,0,0,0,440,0,201,484,169,267,343,258,426,230,71,311,122
29005000004,005,000004,1437,21,113,95,99,210,192,225,227,191,64,927,145,365,0,0,1272,12,1,1,3,148,1272,1,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,148,1067,610,0,0,0,0,0,269,0,0,1,0,0,0,800,0,247,930,252,473,560,465,813,392,100,561,253
29005000005,005,000005,1179,11,63,72,111,131,168,218,202,154,49,686,116,377,0,0,1059,7,1,2,4,106,1059,1,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106,907,578,0,0,0,0,0,238,0,0,0,0,0,0,680,0,260,787,355,391,505,435,661,237,110,498,234
29005000006,005,000006,69,0,5,3,6,6,12,7,19,10,1,48,7,14,0,0,65,1,0,0,0,3,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,37,0,0,0,0,0,13,0,0,0,0,0,0,41,0,23,48,14,28,28,27,46,24,10,40,21
29005000007,005,000007,232,1,11,17,17,25,31,47,52,23,8,137,26,69,0,0,197,4,0,2,3,26,197,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,172,91,0,0,0,0,0,56,0,0,0,0,0,0,133,0,38,151,84,83,95,77,121,31,24,100,51
29007000502,007,000502,471,11,36,28,33,69,75,80,82,42,15,305,91,75,0,0,423,1,0,1,1,45,423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,403,173,0,0,0,0,0,124,0,0,0,0,0,0,306,0,156,340,120,212,184,159,302,112,30,228,90
29007000506,007,000506,941,17,70,54,81,150,141,185,149,77,17,554,183,204,0,0,835,11,3,4,4,84,835,3,11,3,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,84,742,223,0,0,0,0,0,151,0,0,0,0,0,0,548,0,280,627,213,337,303,261,541,176,49,384,165
29007000508,007,000508,1397,15,81,68,86,194,198,286,284,147,38,852,261,284,0,0,1208,13,1,4,15,156,1208,1,11,10,0,1,1,0,1,0,2,3,0,0,0,1,0,2,0,0,156,1087,381,0,0,0,0,0,282,0,0,0,0,0,0,887,0,496,976,419,530,542,411,887,344,83,674,344
29007000510,007,000510,455,4,40,32,29,56,66,98,73,40,17,217,112,126,0,0,388,2,1,0,1,63,388,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,349,123,0,0,0,0,0,104,0,0,0,0,0,0,266,0,113,299,137,166,149,127,244,63,31,196,85
29007000512,007,000512,263,2,13,18,12,33,36,49,57,31,12,136,57,70,0,0,242,3,9,2,0,7,242,9,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,198,85,0,0,0,0,0,80,0,0,0,0,0,0,161,0,108,188,96,94,90,78,154,49,14,127,65
29007000513,007,000513,1875,27,109,112,131,259,244,357,337,206,92,912,446,517,0,0,1614,20,61,14,7,159,1614,61,20,4,0,6,0,0,1,0,5,0,0,0,0,0,1,0,0,1,159,1359,463,0,0,0,0,0,335,0,0,0,0,0,0,1047,0,563,1191,580,647,615,391,1062,338,108,811,409
29007000545,007,000545,808,10,47,31,44,111,108,178,161,86,32,553,125,130,0,0,703,3,0,3,3,96,703,0,3,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,96,694,320,0,0,0,0,0,237,0,0,0,0,0,0,584,0,341,636,301,365,361,304,545,207,73,416,229
29007000616,007,000616,766,11,60,45,61,102,117,136,106,79,47,321,168,277,0,0,652,14,19,6,4,71,652,19,14,2,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,71,513,169,0,0,0,0,0,151,0,0,0,0,0,0,414,0,217,445,172,220,225,152,393,145,45,289,137
29007000623,007,000623,1242,21,86,101,101,189,194,186,192,121,51,589,340,313,0,0,1071,25,12,6,11,117,1071,12,25,2,3,1,1,0,1,2,1,4,0,0,2,0,0,0,0,0,117,897,353,0,0,0,0,0,303,0,0,1,0,0,0,729,0,418,813,378,444,441,304,703,291,65,499,267
29007000632,007,000632,1120,14,78,114,103,173,151,192,165,94,35,418,315,387,0,0,957,27,29,10,7,90,957,29,27,2,3,2,0,0,5,2,0,0,1,0,1,1,0,0,0,0,90,678,244,0,0,0,0,0,199,0,0,0,1,0,0,519,0,266,578,220,300,279,175,512,161,65,357,131
29007000633,007,000633,1208,17,89,106,116,196,167,209,171,78,57,325,456,427,0,0,877,32,199,3,7,90,877,199,32,3,0,0,1,3,0,1,0,0,0,0,0,0,2,0,0,0,90,666,216,0,0,0,0,0,179,0,0,2,0,0,0,504,0,240,549,201,258,258,164,494,156,42,301,133
29007000641,007,000641,991,9,52,101,73,158,135,164,158,92,49,427,248,316,0,0,883,18,13,3,3,71,883,13,18,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,71,672,235,0,0,0,0,0,209,0,0,0,0,0,0,516,0,243,568,211,311,261,155,492,172,43,324,149
29007000642,007,000642,1453,22,93,97,104,215,186,248,256,156,75,696,364,393,0,0,1246,14,27,9,15,142,1246,27,12,4,2,2,0,1,2,7,2,0,0,0,2,2,0,2,0,0,142,1078,428,0,0,0,0,0,381,0,0,2,0,0,0,859,0,481,942,437,541,541,345,847,331,94,628,278
29007000657,007,000657,561,4,44,41,30,70,67,110,102,56,37,327,112,122,0,0,461,9,0,6,1,84,461,0,9,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,84,445,168,0,0,0,0,0,93,0,0,0,0,0,0,362,0,189,399,159,206,238,208,350,123,42,293,163
29007000658,007,000658,397,7,29,19,19,57,57,91,63,40,14,228,82,87,0,0,331,8,0,0,0,58,331,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,320,120,0,0,0,0,0,90,0,0,0,0,0,0,247,0,144,284,123,161,153,149,232,90,35,200,95
29007000667,007,000667,611,9,51,33,40,91,91,122,99,60,15,356,140,115,0,0,515,13,1,14,18,50,515,1,13,7,1,3,0,0,8,1,2,6,0,0,1,0,0,0,2,1,50,462,177,0,0,0,0,0,111,0,0,6,0,0,0,390,0,222,427,195,236,229,207,381,147,44,306,154
29009000002,009,000002,385,6,21,31,23,69,63,78,53,30,11,210,29,146,0,0,363,1,6,4,1,10,363,6,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,284,132,0,0,0,0,0,87,0,0,33,0,0,0,195,0,85,236,109,119,107,95,187,107,70,132,66
29009000003,009,000003,419,7,34,46,33,74,64,78,57,20,6,228,55,136,0,0,348,27,0,22,0,22,348,0,27,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,309,163,0,0,0,0,0,72,0,0,31,0,0,0,212,0,127,261,122,126,108,102,200,105,60,133,74
29009000004,009,000004,91,2,11,9,4,10,13,20,14,6,2,60,11,20,0,0,77,1,0,0,0,13,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,66,35,0,0,0,0,0,14,0,0,13,0,0,0,49,0,21,58,22,34,22,23,40,24,18,29,19
29009000005,009,000005,2066,22,157,142,195,284,299,363,337,182,85,1014,259,793,0,0,1853,67,2,6,6,132,1853,2,66,0,1,4,0,0,0,0,0,0,0,0,2,0,3,1,1,0,132,1485,830,0,0,0,0,0,452,0,0,241,0,0,0,1127,0,683,1248,733,740,594,520,1040,639,413,762,434
29009000006,009,000006,2116,26,114,143,140,322,331,383,351,246,59,1296,191,629,0,0,1887,37,0,15,16,161,1887,0,37,6,5,2,3,5,0,0,2,0,2,0,3,0,0,0,0,0,161,1655,918,0,0,0,0,0,457,0,0,238,0,0,0,1261,0,738,1411,794,826,669,635,1189,727,441,881,486
29009000007,009,000007,159,2,11,15,14,30,16,32,28,10,1,68,16,75,0,0,144,3,0,1,0,11,144,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,107,33,0,0,0,0,0,19,0,0,5,0,0,0,73,0,33,93,32,42,39,33,64,20,10,45,22
29009000008,009,000008,1129,12,68,96,95,171,187,212,173,93,22,562,129,438,0,0,1040,22,1,16,2,48,1040,1,22,0,12,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,48,800,450,0,0,0,0,0,225,0,0,93,0,0,0,571,0,350,677,360,382,292,271,557,319,205,406,179
29009000009,009,000009,801,5,20,23,26,42,82,192,223,138,50,507,80,214,0,0,722,10,0,3,4,62,722,0,10,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,62,628,308,0,0,0,0,0,228,0,0,99,0,0,0,497,0,248,514,237,315,269,230,437,200,167,321,159
29009000010,009,000010,425,8,32,22,30,56,60,96,64,45,12,249,45,131,0,0,383,6,1,1,3,31,383,1,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,326,173,0,0,0,0,0,109,0,0,54,0,0,0,247,0,135,283,142,172,138,135,231,127,84,167,104
29009000011,009,000011,479,7,37,33,45,73,49,112,74,35,14,273,71,135,0,0,408,24,1,7,3,36,408,1,24,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,36,363,196,0,0,0,0,0,106,0,0,49,0,0,0,282,0,150,315,146,201,151,125,263,132,61,211,122
29009000012,009,000012,20,0,1,5,2,3,3,5,0,1,0,4,6,10,0,0,17,3,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,2,0,0,1,0,0,0,5,0,4,11,3,7,4,3,10,3,0,4,0
29009000013,009,000013,308,6,16,14,10,41,42,65,66,37,11,191,34,83,0,0,280,1,0,1,0,26,280,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,251,137,0,0,0,0,0,90,0,0,40,0,0,0,191,0,115,218,111,140,96,101,187,86,58,169,95
29009000014,009,000014,188,2,10,14,20,30,30,36,26,16,4,105,17,66,0,0,166,3,0,1,1,17,166,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,143,64,0,0,0,0,0,31,0,0,19,0,0,0,94,0,61,113,58,51,37,42,82,41,28,55,28
29009000015,009,000015,3951,57,394,352,333,526,589,673,542,355,128,1870,856,1225,0,0,3082,504,5,59,17,284,3082,5,502,7,14,11,5,8,4,0,8,1,0,2,0,0,0,2,0,0,284,2540,1022,0,0,0,0,0,670,0,0,217,0,0,0,1871,0,829,2199,840,1240,1000,706,1764,813,428,1266,682
29009000016,009,000016,404,1,34,20,27,67,71,52,86,35,11,220,45,139,0,0,366,7,2,4,0,25,366,2,7,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,290,138,0,0,0,0,0,77,0,0,24,0,0,0,203,0,112,237,105,140,118,97,195,79,57,149,73
29009000017,009,000017,224,2,15,19,13,36,34,42,35,25,3,123,33,68,0,0,203,4,1,1,1,14,203,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,155,72,0,0,0,0,0,41,0,0,24,0,0,0,121,0,57,130,57,76,69,66,123,63,31,98,60
29009000018,009,000018,1689,19,147,129,133,267,270,287,253,149,35,864,266,559,0,0,1357,172,2,34,12,112,1357,2,172,4,14,1,0,9,3,1,2,0,0,0,0,0,1,0,4,0,112,1135,603,0,0,0,0,0,303,0,0,137,0,0,0,891,0,480,1027,554,605,447,406,862,522,292,656,341
29009000019,009,000019,1012,5,41,27,33,80,117,232,285,159,33,636,87,289,0,0,928,13,2,5,5,59,928,2,13,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,59,818,400,0,0,0,0,0,265,0,0,98,0,0,0,602,0,313,632,319,361,306,239,526,281,199,398,209
29009000020,009,000020,1134,14,79,82,70,160,196,230,175,98,30,477,152,505,0,0,1014,29,2,7,3,79,1014,2,29,0,2,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,79,766,331,0,0,0,0,0,192,0,0,113,0,0,0,539,0,220,587,227,316,260,197,484,228,164,348,151
29009000021,009,000021,1446,4,32,26,35,98,122,327,432,275,95,986,102,358,0,0,1272,16,0,9,13,136,1272,0,16,2,1,1,3,2,2,3,1,1,4,0,0,0,0,0,0,0,136,1194,599,0,0,0,0,0,479,0,0,303,0,0,0,962,0,547,984,487,624,574,454,832,456,400,637,352
29009000022,009,000022,745,9,43,57,49,106,107,146,125,74,29,427,111,207,0,0,650,26,12,9,6,42,650,10,25,0,4,1,3,2,2,0,0,0,1,0,1,0,0,1,1,0,42,555,316,0,0,0,0,0,177,0,0,64,0,0,0,406,0,221,481,256,299,232,234,405,254,164,300,160
29009000023,009,000023,655,11,48,51,55,101,105,122,103,44,15,319,95,241,0,0,556,21,2,37,4,35,556,2,20,2,29,1,0,2,4,0,0,0,0,2,0,0,0,1,0,0,35,470,243,0,0,0,0,0,144,0,0,54,0,0,0,334,0,189,394,169,203,168,172,330,170,138,252,114
29011000004,011,000004,836,11,65,47,58,122,107,145,163,96,22,557,99,180,0,0,768,4,0,0,3,61,768,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61,652,395,0,0,0,0,0,211,0,0,0,0,0,0,557,0,379,590,377,353,310,268,519,333,101,424,329
29011000008,011,000008,400,6,38,26,26,57,68,67,74,31,7,211,63,126,0,0,371,7,0,1,1,20,371,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,285,135,0,0,0,0,0,70,0,0,0,0,0,0,225,0,124,256,132,120,128,77,211,99,43,166,102
29011000010,011,000010,1003,12,96,73,57,160,168,186,132,89,29,555,122,326,0,0,922,19,0,1,4,57,922,0,19,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,57,734,461,0,0,0,0,0,188,0,0,0,0,0,0,540,0,309,632,368,323,306,189,525,342,80,398,307
29011000011,011,000011,839,15,74,62,42,122,112,164,135,93,20,573,93,173,0,0,777,15,1,2,1,43,777,1,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,670,420,0,0,0,0,0,170,0,0,0,0,0,0,549,0,352,591,387,366,344,257,545,341,96,456,349
29011000015,011,000015,680,11,36,55,46,85,84,138,126,67,32,318,107,255,0,0,589,11,0,1,2,77,589,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,77,510,285,0,0,0,0,0,188,0,0,1,0,0,0,413,0,264,457,272,256,222,194,374,231,64,272,204
29011000016,011,000016,1262,24,86,84,87,202,173,263,192,114,34,785,203,274,0,0,1146,19,2,3,12,80,1146,2,19,0,0,1,3,0,0,0,2,0,0,0,1,0,0,0,0,7,80,1028,614,0,0,0,0,0,262,0,0,0,0,0,0,835,0,585,928,627,539,474,355,798,543,121,610,478
2901116-018,011,16-018,1864,27,173,161,141,279,233,307,319,152,72,919,328,617,0,0,1664,39,11,3,13,134,1664,11,39,6,1,1,0,1,0,0,0,0,1,0,3,1,1,0,0,1,134,1373,755,0,0,0,0,0,400,0,0,0,0,0,0,1046,2,730,1184,757,679,587,342,1002,657,160,743,549
2901116-021,011,16-021,943,16,59,79,79,122,121,155,168,103,40,427,172,344,0,0,844,23,0,8,10,58,844,0,23,6,2,1,1,3,1,0,1,2,0,0,0,0,1,0,0,0,58,661,354,0,0,0,0,0,191,0,0,0,0,0,0,505,0,339,587,364,311,282,149,501,313,85,362,273
29013002701,013,002701,276,8,23,9,13,42,49,65,39,21,7,162,25,89,0,0,250,7,0,0,0,19,250,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,208,110,0,0,0,0,0,60,0,0,1,0,0,0,178,0,106,184,63,96,111,81,162,62,16,112,54
29013002703,013,002703,1045,9,75,78,69,152,154,218,154,94,42,584,128,333,0,0,915,12,5,2,14,97,915,5,12,6,0,1,4,1,0,2,0,0,2,0,0,0,0,0,0,0,97,807,333,0,0,0,0,0,169,0,0,83,0,0,0,618,0,421,696,251,349,364,252,600,209,59,429,187
29013002705,013,002705,1679,31,122,141,125,262,281,308,237,113,59,936,176,567,0,0,1493,22,3,2,12,147,1493,3,22,0,0,1,2,0,1,0,0,0,5,0,2,0,0,0,0,0,147,1287,525,0,0,0,0,0,254,0,0,187,0,0,0,968,0,620,1094,387,517,592,400,960,373,67,664,324
29013002722,013,002722,215,5,19,15,18,27,33,47,33,13,5,134,20,61,0,0,181,0,0,1,2,31,181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,184,73,0,0,0,0,0,31,0,0,1,0,0,0,139,0,108,158,61,81,81,65,125,46,10,107,77
29013002767,013,002767,290,3,19,18,24,41,47,52,50,27,9,155,33,102,0,0,263,2,0,1,2,22,263,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,22,231,97,0,0,0,0,0,56,0,0,0,0,0,0,184,0,133,200,72,89,97,75,160,58,16,126,61
29013002801,013,002801,174,1,11,11,14,23,22,36,34,14,8,103,21,50,0,0,160,4,6,0,0,4,160,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,133,63,0,0,0,0,0,35,0,0,2,0,0,0,119,0,74,126,54,69,74,58,113,46,11,86,51
29013002814,013,002814,1315,13,108,114,105,200,222,197,211,104,41,545,213,557,0,0,1171,17,11,2,10,104,1171,11,17,2,1,1,3,0,0,0,0,0,2,0,2,0,0,0,0,0,104,974,375,0,0,0,0,0,213,0,0,150,0,0,0,722,0,430,803,309,400,402,284,688,238,39,458,243
29013002825,013,002825,306,5,26,25,22,42,59,60,39,23,5,172,32,102,0,0,263,2,7,1,3,30,263,7,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,218,91,0,0,0,0,0,49,0,0,2,0,0,0,176,0,137,186,62,85,94,76,162,51,12,107,60
