GEOID,COUNTYFP,VTD,total_reg,age_18_19,age_20_24,age_25_29,age_30_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85over,party_rep,party_dem,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_30,eth2_10,eth2_23,eth2_34,eth2_21,eth2_14,eth2_61,eth2_12,eth2_35,eth2_38,eth2_85,eth2_33,eth2_32,eth2_55,eth2_66,eth2_29,eth2_59,eth2_unk,g20201103,p20200804,r20200714,s20200707,r20200707,r20200630,s20200623,pp20200310,s20200204,s20200121,s20191105,s20190820,r20190604,r20190521,g20181106,r20180911,p20180807,g20161108,p20160802,pp20160315,g20141104,p20140805,g20121106,p20120807,pp20120207,g20101102,p20100803
29095PR1610,095,PR1610,914,15,92,40,73,173,220,135,112,40,14,622,228,64,0,0,735,50,27,28,8,66,735,25,50,1,4,15,2,2,2,4,5,0,0,0,0,1,0,0,0,0,66,736,257,0,0,0,0,0,239,0,0,2,0,0,0,556,0,294,597,169,319,274,164,530,100,37,349,139
29095PR1625,095,PR1625,2716,56,248,137,264,709,585,337,254,114,12,1785,593,338,0,0,2137,100,182,66,27,204,2137,181,100,16,15,12,3,29,3,0,6,2,0,0,0,1,0,0,3,1,204,2270,623,0,0,0,0,0,608,0,0,11,0,0,0,1557,0,685,1684,426,873,680,308,1500,280,94,902,317
29095PR1654,095,PR1654,621,12,62,17,29,92,116,135,82,65,11,478,103,40,0,0,517,11,4,9,9,71,517,4,9,9,5,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,71,539,196,0,0,0,0,0,194,0,0,1,0,0,0,446,0,227,453,173,283,251,165,425,145,47,326,151
29095PR1655,095,PR1655,6,0,1,2,0,0,0,2,1,0,0,2,3,1,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,4,1,2,2,0,1,0,0,1,0
29095PR1658,095,PR1658,4,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,2,0,0,1,0
29095SB1602,095,SB1602,329,5,34,16,28,54,55,57,40,31,9,168,85,76,0,0,269,14,4,3,5,34,269,4,14,0,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,34,255,87,0,0,0,0,0,80,0,0,2,0,0,0,196,0,116,217,59,112,106,62,195,51,22,138,61
29095SB1616,095,SB1616,277,8,30,25,30,64,47,31,31,10,1,103,104,70,0,0,225,13,14,4,3,18,225,14,13,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,18,194,55,0,0,0,0,0,53,0,0,0,0,0,0,119,0,51,142,31,68,60,27,128,21,18,74,38
29095SB1634,095,SB1634,220,2,14,6,11,32,34,51,43,21,6,153,33,34,0,0,192,9,1,0,4,14,192,1,6,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,14,182,79,0,0,0,0,0,71,0,0,0,0,0,0,154,0,92,163,54,92,84,56,157,46,14,112,67
29095SB1635,095,SB1635,249,4,14,14,7,23,45,55,48,29,10,172,42,35,0,0,227,6,0,1,3,12,227,0,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,12,202,85,0,0,0,0,0,76,0,0,0,0,0,0,167,0,103,174,61,105,98,52,166,47,15,120,69
29095SB1649,095,SB1649,543,9,38,67,58,92,77,88,59,44,11,220,212,111,0,0,486,13,0,2,9,33,486,0,13,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,33,408,123,0,0,0,0,0,123,0,0,0,0,0,0,302,0,184,358,95,184,131,89,294,90,24,184,87
29095VB1601,095,VB1601,6,0,0,0,0,0,0,2,2,2,0,4,2,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0,2,6,2,3,2,2,3,2,1,2,2
29095VB1603,095,VB1603,351,6,16,17,20,41,63,73,76,28,11,232,64,55,0,0,313,4,6,1,5,22,313,6,4,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22,292,139,0,0,0,0,0,85,0,0,2,0,0,0,228,0,137,234,93,146,131,69,213,67,17,151,80
29095VB1604,095,VB1604,6,0,2,0,0,0,2,0,0,2,0,4,2,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,5,2,4,4,2,4,3,3,4,4
29095VB1606,095,VB1606,3,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,2,2,3,3,3,3,0,3,2
29095VB1607,095,VB1607,62,1,7,4,1,11,18,8,4,5,3,41,12,9,0,0,55,2,0,0,4,1,55,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,22,0,0,0,0,0,7,0,0,0,0,0,0,40,0,14,41,19,24,25,15,37,20,2,30,13
29095VB1608,095,VB1608,251,6,21,16,27,66,50,42,14,8,1,183,30,38,0,0,207,10,1,1,9,23,207,1,10,3,0,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,23,222,83,0,0,0,0,0,51,0,0,2,0,0,0,142,0,70,162,48,81,53,38,135,31,10,79,29
29095VB1609,095,VB1609,369,7,20,33,18,36,47,84,80,39,5,267,63,39,0,0,326,8,0,2,1,32,326,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,305,147,0,0,0,0,0,94,0,0,0,0,0,0,248,0,148,268,100,147,135,83,233,84,25,169,83
29095VB1610,095,VB1610,465,9,34,38,54,101,73,78,49,21,8,267,73,125,0,0,396,16,4,1,3,45,396,4,16,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,45,351,117,0,0,0,0,0,78,0,0,1,0,0,0,231,0,141,266,77,156,135,68,261,55,26,162,75
29095VB1611,095,VB1611,502,8,28,27,59,115,79,83,63,34,6,335,70,97,0,0,440,8,2,5,9,38,440,2,8,1,2,1,3,2,0,0,0,0,0,2,1,0,1,0,0,0,38,412,112,0,0,0,0,0,98,0,0,0,0,0,0,296,0,137,334,104,182,164,90,283,85,40,205,94
29095VB1613,095,VB1613,722,10,49,37,48,119,112,189,96,47,15,528,127,67,0,0,617,8,0,1,4,92,617,0,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,610,195,0,0,0,0,0,141,0,0,4,0,0,0,483,0,216,527,135,281,279,141,497,101,47,341,137
29095VB1617,095,VB1617,199,1,6,10,11,35,23,44,51,13,5,140,33,26,0,0,183,0,0,6,5,5,183,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,5,0,0,0,5,168,53,0,0,0,0,0,39,0,0,0,0,0,0,136,0,73,158,59,101,85,48,148,53,13,106,52
29095k16429,095,k16429,311,1,34,64,41,64,28,46,25,8,0,26,247,38,0,0,117,9,165,2,6,12,117,165,9,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,12,153,64,0,0,0,0,0,82,0,0,29,0,0,0,109,0,60,122,27,58,43,30,115,29,8,54,21
29097000002,097,000002,767,14,63,64,68,139,136,128,88,48,19,370,79,318,0,0,703,18,0,1,0,45,703,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,558,162,0,0,0,0,0,113,0,0,0,0,0,0,376,0,173,442,138,223,166,127,359,131,39,213,94
29097000003,097,000003,593,5,56,45,40,86,84,100,113,47,17,368,78,147,0,0,519,10,0,3,2,59,519,0,10,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,59,436,171,0,0,0,0,0,116,0,0,0,0,0,0,346,0,180,373,139,202,194,133,344,145,30,257,121
29097000004,097,000004,3252,50,284,289,327,588,546,486,390,219,73,1862,334,1056,0,0,2907,64,4,33,14,230,2907,4,64,6,8,7,4,12,3,0,3,2,0,0,0,0,0,0,1,1,230,2191,708,0,0,0,0,0,484,0,0,5,0,0,0,1664,0,789,1945,654,1008,883,482,1564,598,128,1026,506
29097000005,097,000005,3026,64,277,191,253,540,514,483,383,257,64,2005,326,695,0,0,2681,62,4,36,16,227,2681,4,62,6,13,7,4,3,10,2,2,0,1,0,1,0,0,0,0,0,227,2251,723,0,0,0,0,0,511,0,0,6,0,0,0,1647,0,907,1943,738,1116,980,452,1600,581,137,1080,513
29097000006,097,000006,1836,34,158,142,174,318,308,275,258,125,44,944,226,666,0,0,1618,65,0,14,9,130,1618,0,62,2,1,6,1,3,4,0,0,2,4,0,0,0,0,3,0,0,130,1266,392,0,0,0,0,0,244,0,0,2,0,0,0,915,0,414,1050,357,575,464,306,884,314,69,554,283
29097000007,097,000007,1629,27,181,131,150,295,243,270,188,101,43,650,356,623,0,0,1280,209,7,11,10,112,1280,6,209,3,4,1,0,1,3,0,2,1,1,2,0,0,0,0,0,0,112,1010,338,0,0,0,0,0,236,0,0,2,0,0,0,756,0,353,885,309,470,402,312,721,318,79,465,228
29097000008,097,000008,1977,25,125,127,134,265,230,319,351,252,146,1086,245,646,0,0,1615,97,3,137,8,117,1615,3,95,0,20,8,2,97,8,0,1,1,1,0,0,0,0,2,0,2,117,1474,610,0,0,0,0,0,428,0,0,3,0,0,0,1176,0,654,1292,629,796,702,576,1203,712,180,853,491
29097000009,097,000009,1901,37,199,167,186,287,257,292,243,155,75,822,311,768,0,0,1624,140,9,13,7,108,1624,9,140,2,3,5,3,2,3,1,0,0,0,0,0,1,0,0,0,0,108,1317,423,0,0,0,0,0,338,0,0,0,0,0,0,930,0,444,1055,417,575,488,385,861,459,92,556,305
29097000010,097,000010,1015,24,106,99,94,180,133,143,143,64,29,343,299,373,0,0,723,206,9,8,7,62,723,9,205,1,2,0,2,2,2,0,1,1,3,0,0,0,0,1,0,0,62,573,201,0,0,0,0,0,199,0,0,3,0,0,0,417,0,214,478,165,253,187,152,391,192,44,240,143
29097000011,097,000011,1015,15,118,97,75,166,158,152,136,74,23,339,272,404,0,0,770,170,3,8,7,57,770,3,168,2,1,3,1,2,1,0,1,0,1,0,1,0,1,2,0,0,57,583,130,0,0,0,0,0,134,0,0,1,0,0,0,392,0,173,470,150,222,167,151,400,173,43,252,131
29097000012,097,000012,1910,37,157,122,135,277,322,365,294,150,51,1213,239,458,0,0,1691,59,0,12,11,137,1691,0,59,5,7,2,4,1,2,0,0,0,1,0,1,0,0,0,0,0,137,1448,476,0,0,0,0,0,293,0,0,3,0,0,0,1111,0,557,1232,499,693,586,497,1061,557,111,769,302
29097000013,097,000013,975,10,76,98,77,143,164,197,121,74,14,340,132,503,0,0,850,30,4,0,6,85,850,4,30,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,85,662,226,0,0,0,0,0,172,0,0,4,0,0,0,523,0,232,568,178,305,219,133,440,177,40,265,144
29097000014,097,000014,1102,20,73,71,74,155,152,215,176,117,49,676,130,296,0,0,964,41,4,7,8,78,964,4,38,4,1,0,2,3,1,0,2,0,2,0,0,0,0,3,0,0,78,830,334,0,0,0,0,0,215,0,0,5,0,0,0,654,0,360,731,328,418,386,296,648,351,67,473,281
29097000015,097,000015,767,15,54,58,51,126,108,137,133,57,28,403,73,291,0,0,679,8,0,4,0,76,679,0,8,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,577,205,0,0,0,0,0,116,0,0,0,0,0,0,431,0,245,503,193,263,215,184,424,220,35,292,164
29097000016,097,000016,1620,22,163,186,160,275,231,266,190,94,33,649,292,679,0,0,1375,54,65,10,11,105,1375,65,53,7,1,5,4,3,1,0,0,0,0,0,0,0,0,1,0,0,105,1016,351,0,0,0,0,0,271,0,0,193,0,0,0,745,0,408,847,261,485,368,253,697,250,53,451,247
29097000017,097,000017,2368,36,220,253,225,455,321,394,295,119,48,713,393,1262,0,0,2058,117,15,15,25,138,2058,14,116,7,3,6,7,1,1,0,3,0,3,0,0,4,1,1,0,0,138,1398,445,0,0,0,0,0,388,0,0,232,0,0,0,1012,0,475,1125,280,517,368,214,855,240,76,510,245
29097000018,097,000018,1591,13,167,198,165,260,236,252,214,66,20,351,264,976,0,0,1341,72,18,10,11,139,1341,18,72,3,2,5,2,1,2,0,0,1,0,0,0,1,1,0,0,0,139,800,219,0,0,0,0,0,215,0,0,117,0,0,0,577,0,262,626,169,319,236,125,504,142,40,286,140
29097000019,097,000019,3063,51,220,252,234,476,456,498,478,271,126,1800,367,896,0,0,2698,69,10,18,33,235,2698,10,69,20,2,6,4,1,8,0,1,0,4,0,1,1,2,0,0,0,235,2205,731,0,0,0,0,0,529,0,0,334,0,0,0,1611,0,864,1878,672,1002,857,523,1525,562,135,1050,614
29097000020,097,000020,1643,18,171,178,197,306,241,240,203,72,17,380,308,955,0,0,1407,96,12,20,5,103,1407,12,96,2,8,5,0,4,0,1,1,0,0,0,0,0,0,0,1,0,103,950,290,0,0,0,0,0,244,0,0,124,0,0,0,685,0,310,795,208,408,284,165,572,173,34,325,167
29097000021,097,000021,3217,50,233,215,289,453,512,547,498,294,125,1742,396,1079,0,0,2780,106,14,46,44,227,2780,14,105,22,14,19,7,8,5,0,0,1,1,2,0,3,2,1,2,0,227,2334,824,0,0,0,0,0,645,0,0,488,0,0,0,1712,0,979,1941,702,1106,928,636,1626,626,155,1165,629
29097000022,097,000022,3120,34,270,376,330,558,422,416,386,224,104,1125,456,1539,0,0,2656,106,20,34,37,267,2656,19,103,15,9,11,3,10,2,2,2,1,4,1,4,0,0,3,3,0,267,2106,598,0,0,0,0,0,554,0,0,369,0,0,0,1462,0,690,1656,476,844,596,327,1273,384,96,730,389
29097000023,097,000023,682,6,62,81,79,118,92,118,74,40,12,217,109,356,0,0,592,21,9,3,7,50,592,9,21,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,420,109,0,0,0,0,0,89,0,0,58,0,0,0,296,0,130,316,91,173,123,71,271,82,24,152,85
29097000024,097,000024,1936,14,168,201,183,279,252,297,265,185,90,819,308,809,0,0,1666,78,16,23,15,138,1666,16,78,4,4,7,4,10,2,0,0,1,2,0,0,0,1,0,0,0,138,1335,479,0,0,0,0,0,417,0,0,282,0,0,0,994,0,504,1062,391,612,469,293,906,340,42,543,321
29097000026,097,000026,1099,14,100,91,125,197,155,163,126,97,31,446,170,483,0,0,940,55,10,11,8,75,940,9,55,3,1,5,3,4,0,0,1,0,1,0,0,1,0,0,0,0,75,722,246,0,0,0,0,0,201,0,0,147,0,0,0,543,0,283,584,203,321,254,178,501,182,38,338,194
29097000027,097,000027,2336,42,338,200,163,285,275,340,354,188,147,1111,383,842,0,0,1973,88,22,37,22,194,1973,22,88,12,12,5,7,15,2,0,1,0,0,0,0,0,2,0,1,0,194,1576,554,0,0,0,0,0,413,0,0,366,0,0,0,1170,0,660,1307,528,806,647,460,1127,488,137,799,526
29097000029,097,000029,2382,21,292,304,241,405,344,349,265,113,47,494,437,1451,0,0,2013,93,53,12,22,189,2013,53,91,9,6,0,3,3,2,2,0,0,3,1,0,0,0,2,0,1,189,1198,333,0,0,0,0,0,319,0,0,160,0,0,0,826,0,380,926,241,454,293,174,733,206,40,416,209
29097000030,097,000030,534,7,58,38,35,76,78,109,78,43,12,314,69,151,0,0,480,9,1,3,4,37,480,1,9,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,37,409,133,0,0,0,0,0,91,0,0,1,0,0,0,310,0,145,339,115,207,162,111,277,125,29,194,105
29097000031,097,000031,495,7,38,46,35,77,76,96,59,42,19,319,34,142,0,0,417,14,0,15,4,45,417,0,13,0,2,2,0,1,3,0,1,3,0,0,0,0,0,1,0,0,45,380,178,0,0,0,0,0,82,0,0,0,0,0,0,323,0,195,365,167,218,181,174,302,188,36,247,157
29097000032,097,000032,654,12,39,34,39,126,102,117,109,51,25,448,59,147,0,0,557,12,1,8,1,75,557,1,12,1,3,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,75,551,225,0,0,0,0,0,112,0,0,3,0,0,0,442,0,248,476,223,299,264,208,428,257,60,318,174
29097000033,097,000033,464,3,50,32,35,76,66,99,66,25,12,310,58,96,0,0,394,17,11,3,6,33,394,11,17,0,3,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,33,340,134,0,0,0,0,0,85,0,0,0,0,0,0,264,0,141,305,126,160,131,133,255,147,29,200,96
29097000034,097,000034,1503,23,100,102,98,226,240,265,266,147,36,955,192,356,0,0,1307,68,3,7,3,115,1307,3,68,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,115,1107,415,0,0,0,0,0,245,0,0,2,0,0,0,872,0,429,954,394,545,478,375,827,469,85,581,328
29097000035,097,000035,1001,18,72,87,60,149,160,193,152,82,28,634,124,243,0,0,873,46,1,5,0,76,873,1,46,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,749,273,0,0,0,0,0,134,0,0,0,0,0,0,575,0,316,623,271,355,307,285,569,316,62,405,223
29097000036,097,000036,1116,26,115,106,96,208,205,168,122,53,17,663,130,323,0,0,980,33,3,4,1,95,980,3,33,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,95,834,242,0,0,0,0,0,157,0,0,3,0,0,0,588,0,236,691,197,362,270,167,554,184,27,329,167
29097000037,097,000037,2456,57,219,215,256,509,469,335,238,135,23,1559,252,645,0,0,2192,65,3,10,8,178,2192,3,65,1,2,2,0,1,2,0,1,2,1,0,0,3,0,0,0,0,178,1876,567,0,0,0,0,0,364,0,0,2,0,0,0,1348,0,602,1539,496,831,677,407,1254,484,97,800,372
29097000038,097,000038,621,5,46,41,46,114,107,108,106,33,15,409,63,149,0,0,551,8,0,1,1,60,551,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,499,192,0,0,0,0,0,75,0,0,2,0,0,0,396,0,202,436,156,233,187,133,355,164,34,267,142
29097000040,097,000040,2151,26,211,236,150,278,342,361,320,168,58,1142,280,729,0,0,1842,84,9,34,21,161,1842,9,84,9,8,3,10,11,9,0,2,0,0,0,0,0,0,0,0,0,161,1491,523,0,0,0,0,0,394,0,0,19,0,0,0,1160,0,585,1290,418,729,596,347,1067,387,106,704,366
29097000041,097,000041,1566,21,140,117,108,244,250,257,247,134,48,788,192,586,0,0,1412,24,3,10,3,114,1412,3,24,1,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,114,1081,375,0,0,0,0,0,263,0,0,0,0,0,0,777,0,359,889,299,456,362,337,715,359,80,511,261
29097000042,097,000042,652,10,51,37,46,106,96,132,118,47,9,448,76,128,0,0,571,23,0,8,5,45,571,0,23,0,4,1,2,0,1,0,2,0,3,0,0,0,0,0,0,0,45,521,192,0,0,0,0,0,83,0,0,0,0,0,0,403,0,212,445,175,245,228,168,410,233,41,260,147
29097000043,097,000043,2233,33,189,159,207,376,343,398,320,158,50,1286,234,713,0,0,1962,58,2,13,9,189,1962,2,57,3,4,3,5,1,2,0,1,0,1,0,0,0,0,1,0,0,189,1604,525,0,0,0,0,0,369,0,0,12,0,0,0,1167,0,596,1340,488,744,671,320,1098,398,104,735,376
29097000044,097,000044,3097,54,274,289,262,567,456,455,433,216,90,1442,405,1250,0,0,2730,90,17,24,19,217,2730,16,90,2,9,4,2,5,2,0,4,3,3,1,1,0,2,0,0,1,217,2170,628,0,0,0,0,0,496,0,0,19,0,0,0,1518,0,686,1755,492,919,702,442,1374,456,114,833,390
29097000045,097,000045,4023,72,385,410,382,749,568,554,492,315,94,1675,613,1735,0,0,3469,183,15,35,32,289,3469,14,180,11,14,6,4,10,3,0,1,1,2,2,2,3,0,3,0,1,289,2782,773,0,0,0,0,0,635,0,0,27,0,0,0,1997,0,896,2250,665,1195,909,573,1775,608,148,1132,575
29097000046,097,000046,983,15,72,83,59,147,148,191,179,69,20,591,105,287,0,0,863,34,1,4,7,74,863,1,34,0,2,1,3,0,1,0,0,2,0,0,2,0,0,0,0,0,74,692,195,0,0,0,0,0,139,0,0,5,0,0,0,509,0,259,573,207,334,265,184,516,199,37,348,165
29097000047,097,000047,1261,20,107,63,86,218,219,233,184,105,26,821,125,315,0,0,1139,20,4,5,2,91,1139,4,20,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,91,919,288,0,0,0,0,0,190,0,0,4,0,0,0,717,0,398,819,286,436,414,213,690,256,59,481,225
2909716-004,097,16-004,570,14,55,61,56,125,92,72,61,26,8,315,81,174,0,0,500,21,2,6,6,35,500,2,21,0,5,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,35,436,145,0,0,0,0,0,109,0,0,1,0,0,0,316,0,154,357,144,209,162,99,283,119,23,178,91
2909716-026,097,16-026,1505,25,121,105,131,248,232,208,216,162,57,781,199,525,0,0,1316,44,11,12,10,112,1316,11,40,3,3,2,0,3,1,0,2,2,2,0,0,0,0,4,0,1,112,1101,415,0,0,0,0,0,334,0,0,246,0,0,0,868,0,472,932,314,529,444,291,807,309,88,548,348
29099000002,099,000002,691,8,37,39,68,105,77,143,118,69,26,371,138,182,0,0,610,11,2,2,5,61,610,2,11,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,61,536,218,0,0,0,0,0,157,0,0,0,0,0,0,412,0,282,473,185,287,251,154,406,142,46,287,140
29099000004,099,000004,3029,56,242,178,221,643,651,541,344,128,25,2202,343,484,0,0,2655,45,2,18,30,279,2655,2,44,6,5,5,4,5,1,6,2,1,0,3,1,0,5,1,3,1,279,2460,814,0,0,0,0,0,613,0,0,0,0,0,0,1855,0,1144,2070,596,1040,1035,550,1768,542,166,1126,465
29099000006,099,000006,3265,35,224,279,253,499,449,663,453,295,115,1654,817,794,0,0,2737,89,5,17,57,360,2737,5,89,20,2,5,7,4,2,9,3,1,2,1,1,0,4,0,0,3,360,2390,865,0,0,0,0,0,775,0,0,0,0,0,0,1888,0,1201,2071,691,1142,1071,564,1771,544,176,1147,498
29099000007,099,000007,3665,48,287,244,296,625,616,642,541,277,89,2197,643,825,0,0,2960,94,3,47,75,486,2960,3,91,26,9,19,6,8,3,25,7,0,5,0,3,4,1,3,0,3,486,2861,910,0,0,0,0,0,776,0,0,0,0,0,0,2199,0,1319,2436,743,1268,1224,655,2077,607,184,1336,568
29099000008,099,000008,3765,55,267,250,309,598,647,695,522,314,108,2433,522,810,0,0,3055,93,12,34,122,449,3055,12,92,32,8,2,14,14,5,44,3,0,1,0,8,1,2,1,3,7,449,2970,1082,0,0,0,0,2,996,0,0,1,0,0,0,2287,0,1145,2510,875,1370,1288,694,2151,690,181,1435,652
29099000009,099,000009,3626,31,246,210,316,559,494,685,585,349,150,2024,667,935,0,0,3005,96,33,24,64,404,3005,33,94,18,6,8,13,4,2,18,2,0,6,0,2,1,1,2,0,4,404,2734,1016,0,0,0,0,0,881,0,0,0,0,0,0,2104,0,1436,2343,777,1265,1203,697,1981,645,200,1345,615
29099000010,099,000010,2795,34,192,179,233,430,439,629,409,207,43,1576,637,582,0,0,2472,41,7,11,15,249,2472,7,41,3,2,0,6,4,3,1,1,3,0,1,0,0,0,0,1,0,249,2099,797,0,0,0,0,0,591,0,0,0,0,0,0,1578,0,1050,1809,649,963,857,510,1489,430,137,949,389
29099000011,099,000011,3613,67,308,275,367,681,576,637,509,148,45,2388,423,802,0,0,3098,61,3,16,50,385,3098,3,61,12,1,1,19,3,4,11,1,3,3,0,2,0,0,0,0,0,385,2763,989,0,0,0,0,0,851,0,0,0,0,0,0,2062,0,1303,2320,727,1267,1077,571,1947,492,182,1256,470
29099000013,099,000013,714,10,53,45,35,75,141,175,112,50,18,498,102,114,0,0,645,11,2,1,8,47,645,2,11,2,1,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,47,582,215,0,0,0,0,0,181,0,0,0,0,0,0,477,0,306,508,184,282,284,154,441,123,33,313,132
29099000014,099,000014,498,5,30,14,24,90,90,105,102,31,7,346,83,69,0,0,427,5,0,4,3,59,427,0,5,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,59,431,159,0,0,0,0,0,134,0,0,0,0,0,0,335,0,229,360,119,191,192,104,306,76,29,212,92
29099000015,099,000015,924,7,75,73,73,143,158,181,150,54,10,474,194,256,0,0,805,19,4,3,5,88,805,4,19,0,1,1,0,0,1,2,0,0,3,0,0,0,0,0,0,0,88,624,217,0,0,0,0,0,180,0,0,0,0,0,0,445,0,299,519,159,284,242,144,405,98,40,252,108
29099000016,099,000016,3465,30,247,225,222,505,497,837,580,249,73,2124,695,646,0,0,2973,51,2,12,19,408,2973,2,51,7,2,2,5,2,1,2,0,1,2,0,2,0,0,0,0,0,408,2728,1034,0,0,0,0,0,789,0,0,0,0,0,0,2127,0,1470,2352,920,1314,1228,783,2000,601,233,1401,648
29099000017,099,000017,154,2,11,12,8,14,22,39,30,13,3,85,37,32,0,0,140,3,0,0,3,8,140,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,106,38,0,0,0,0,0,37,0,0,0,0,0,0,75,0,66,91,40,53,44,28,71,24,9,47,16
29099000018,099,000018,2382,32,172,137,152,402,358,521,379,203,26,1484,300,598,0,0,2083,33,5,5,14,242,2083,5,33,5,0,0,3,0,2,3,1,0,1,1,1,0,0,0,0,0,242,1801,693,0,0,0,0,0,571,0,0,0,0,0,0,1413,0,1021,1545,609,880,788,544,1334,418,128,906,421
29099000020,099,000020,679,8,66,67,63,88,91,101,100,59,36,245,233,201,0,0,525,15,62,10,3,64,525,62,15,2,2,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,64,466,181,0,0,0,0,0,149,0,0,0,0,0,0,343,0,237,381,168,224,195,132,338,102,37,215,105
29099000021,099,000021,1631,15,142,123,156,276,230,256,231,133,69,707,428,496,0,0,1439,28,6,5,6,147,1439,6,27,3,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,147,1155,466,0,0,0,0,0,365,0,0,0,0,0,0,848,0,590,975,376,580,541,324,840,296,107,529,266
29099000022,099,000022,2138,26,153,189,199,410,328,333,285,164,49,1171,407,560,0,0,1840,29,9,11,21,228,1840,9,29,3,4,1,6,3,3,3,0,1,3,0,0,0,2,0,0,1,228,1622,585,0,0,0,0,0,499,0,0,1,0,0,0,1193,0,784,1377,530,771,711,403,1153,350,126,762,350
29099000023,099,000023,341,2,30,20,20,45,49,83,54,32,6,247,48,46,0,0,301,2,0,3,5,30,301,0,2,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,30,275,106,0,0,0,0,0,77,0,0,0,0,0,0,223,0,160,255,111,152,150,85,219,62,19,152,81
29099000024,099,000024,1941,32,157,173,153,324,339,392,244,94,33,1119,351,471,0,0,1620,45,3,14,43,216,1620,3,45,11,7,0,3,2,0,17,5,0,0,1,2,0,3,0,1,3,216,1482,482,0,0,0,0,0,467,0,0,0,0,0,0,1096,0,678,1230,365,643,552,299,1035,307,88,675,261
29099000026,099,000026,3571,33,229,217,253,554,538,810,591,271,74,2246,589,736,0,0,3167,46,2,21,23,312,3167,2,46,2,9,2,9,3,1,5,4,1,1,0,4,0,0,0,0,1,312,2828,1090,0,0,0,0,1,798,0,0,3,0,0,0,2142,0,1496,2445,913,1356,1260,819,2078,668,225,1423,681
